,seed,connection,weight,level,in_degree,out_degree,deg_c_a,deg_c_b,close_c_a,close_c_b,bet_c_a,bet_c_b,curr_flow_c_a,curr_flow_c_b,curr_flow_bet_centrality_a,curr_flow_bet_centrality_b,eigen_centrality_a,eigen_centrality_b,katz_centrality_a,katz_centrality_b,comm_bet_centrality_a,comm_bet_centrality_b,load_centrality_a,load_centrality_b,page_rank_a,page_rank_b,dispersion,comm,connectivity,edge_connectivity,avg_neighbor_degree_a,avg_neighbor_degree_b,in_deg_c_a,in_deg_c_b,out_deg_c_a,out_deg_c_b,edge_bet_cent,edge_curr_flow_bet_centrality,group_bet_cent,group_clo_cent,group_deg_cent,group_in_deg_cent,group_out_deg_cent,edge_load_cent,simrank_similarity,volume,depth_a,depth_b
0,2,1-10,0.08277006647388963,1,1,2,0.12121212121212123,0.12121212121212123,0.4177215189873418,0.3626373626373626,0.06953995078995083,0.036046650109150105,0.046280983914777536,0.04299967897508177,0.10924240268382836,0.09343573259793783,0.14351991695504607,0.11167716614523776,0.16648735763844053,0.1600812138663038,0.09999158551225712,0.06706030282334942,0.06843960437710436,0.03567708333333333,0.028163533536044744,0.02876503583374888,0.0,3.769894112559696,4,4,4.75,3.75,0.09090909090909093,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.006981580510992275,0.031648903343108374,0.0735885250502186,0.4444444444444444,0.1875,0.125,0.0625,81.99166666666666,0.15101809547750655,8,1,2
1,2,9-10,-0.009595187153740718,1,1,2,0.09090909090909093,0.12121212121212123,0.3113207547169811,0.3626373626373626,0.009006734006734006,0.036046650109150105,0.036806041858338766,0.04299967897508177,0.05376094475739139,0.09343573259793783,0.07687920083309943,0.11167716614523776,0.14550181996860667,0.1600812138663038,0.033127439311326584,0.06706030282334942,0.009272411616161616,0.03567708333333333,0.022521896004390116,0.02876503583374888,0.0,3.398124714558755,3,3,4.333333333333333,3.75,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.007575757575757575,0.033471731486560234,0.014023297491039428,0.3809523809523809,0.15625,0.09375,0.0625,68.625,0.17564659466909704,7,3,2
2,2,4-11,0.10755305701303747,1,1,2,0.09090909090909093,0.15151515151515152,0.3882352941176471,0.3793103448275862,0.02362290487290487,0.05061119436119437,0.04054864030594863,0.047937230734196805,0.07095341091456772,0.12107430488458712,0.1116462812320489,0.13564789109225248,0.14987163761394393,0.1764312706603925,0.052723456768249806,0.10130777858376083,0.024647516835016838,0.05158354377104379,0.02197279966083256,0.03477095291551702,0.0,3.794517185748856,3,3,5.0,3.8,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.09090909090909093,0.011140819964349376,0.0364306791689377,0.04554309937374453,0.4383561643835616,0.1875,0.09375,0.09375,71.95833333333333,0.1436122625090957,8,1,2
3,2,8-11,0.01865829816303517,1,1,2,0.12121212121212123,0.15151515151515152,0.34375,0.3793103448275862,0.019812363562363558,0.05061119436119437,0.04269896055648036,0.047937230734196805,0.08022399329407266,0.12107430488458712,0.10563691144341143,0.13564789109225248,0.16097025488807307,0.1764312706603925,0.06262983160112402,0.10130777858376083,0.0192550505050505,0.05158354377104379,0.02864204274851212,0.03477095291551702,0.0,5.48958731212798,4,4,4.0,3.8,0.09090909090909093,0.060606060606060615,0.030303030303030307,0.09090909090909093,0.009729649435531788,0.02308221137199716,0.06157175597699791,0.3855421686746988,0.1875,0.125,0.09375,47.08333333333333,0.21451432307656332,9,2,2
4,2,9-11,-0.005157533646739029,1,1,2,0.09090909090909093,0.15151515151515152,0.3113207547169811,0.3793103448275862,0.009006734006734006,0.05061119436119437,0.036806041858338766,0.047937230734196805,0.05376094475739139,0.12107430488458712,0.07687920083309943,0.13564789109225248,0.14550181996860667,0.1764312706603925,0.033127439311326584,0.10130777858376083,0.009272411616161616,0.05158354377104379,0.022521896004390116,0.03477095291551702,0.0,4.566353587874406,3,3,4.333333333333333,3.8,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.09090909090909093,0.0071301247771836,0.027950555320103654,0.03108118919610855,0.3809523809523809,0.15625,0.09375,0.0625,66.08333333333333,0.2381378160127211,8,3,2
5,2,13-16,-0.023750714130501314,1,1,2,0.18181818181818185,0.12121212121212123,0.4520547945205479,0.4074074074074074,0.06941212722462722,0.04722222222222223,0.055597746345722,0.04647350238074872,0.13009499810222144,0.10242814335372996,0.2730278690113866,0.15134199208712645,0.2057904983555636,0.16548428427089565,0.18082573994698087,0.0811379441557272,0.06884206649831649,0.04872685185185186,0.039082758470033084,0.028006041639760587,0.0,6.19101530949404,4,4,4.833333333333333,4.5,0.15151515151515152,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.0106951871657754,0.02822895583433649,0.09235471070148492,0.4848484848484849,0.21875,0.15625,0.0625,69.66666666666666,0.19645848773078411,10,3,2
6,2,15-16,0.09952836305990607,1,1,2,0.09090909090909093,0.12121212121212123,0.3928571428571429,0.4074074074074074,0.022527356902356896,0.04722222222222223,0.04060672472730964,0.04647350238074872,0.06516899636276158,0.10242814335372996,0.11382896894256385,0.15134199208712645,0.14875238120488915,0.16548428427089565,0.046578630354786536,0.0811379441557272,0.023303345959595958,0.04872685185185186,0.022051790431040743,0.028006041639760587,0.0,3.1448958671437977,3,3,4.666666666666667,4.5,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.0089126559714795,0.03175155195545558,0.04135304659498208,0.463768115942029,0.15625,0.09375,0.0625,70.33333333333333,0.1416630285180037,7,1,2
7,2,11-18,0.0885357649061441,1,3,2,0.15151515151515152,0.12121212121212123,0.3793103448275862,0.3975903614457832,0.05061119436119437,0.052556818181818184,0.047937230734196805,0.04637451929188597,0.12107430488458712,0.1097474172747445,0.13564789109225248,0.1307730182125407,0.1764312706603925,0.16346157108053475,0.10130777858376083,0.08032108785536025,0.05158354377104379,0.05329335016835017,0.03477095291551702,0.028026476138759585,0.0,4.4371272451095125,4,4,3.8,4.25,0.060606060606060615,0.060606060606060615,0.09090909090909093,0.060606060606060615,0.01158645276292335,0.035813357130530264,0.0635594524203395,0.4383561643835616,0.21875,0.09375,0.125,88.41666666666669,0.1448379273939704,9,2,3
8,2,16-18,0.11564831541660463,1,2,2,0.12121212121212123,0.12121212121212123,0.4074074074074074,0.3975903614457832,0.04722222222222223,0.052556818181818184,0.04647350238074872,0.04637451929188597,0.10242814335372996,0.1097474172747445,0.15134199208712645,0.1307730182125407,0.16548428427089565,0.16346157108053475,0.0811379441557272,0.08032108785536025,0.04872685185185186,0.05329335016835017,0.028006041639760587,0.028026476138759585,0.0,3.5280884178652854,4,4,4.5,4.25,0.060606060606060615,0.060606060606060615,0.060606060606060615,0.060606060606060615,0.017379679144385027,0.03991786377444765,0.05252016129032257,0.463768115942029,0.1875,0.09375,0.09375,95.75,0.1409227026241376,8,2,3
9,2,8-19,0.06228583443974468,1,1,1,0.12121212121212123,0.12121212121212123,0.34375,0.38372093023255816,0.019812363562363558,0.0290186087061087,0.04269896055648036,0.04546738722289317,0.08022399329407266,0.09043717088675096,0.10563691144341143,0.12894650550951595,0.16097025488807307,0.16374669759899071,0.06262983160112402,0.07461764260495116,0.0192550505050505,0.0286261047979798,0.02864204274851212,0.02801114225594143,0.0,4.184627059379603,4,4,4.0,4.25,0.09090909090909093,0.030303030303030307,0.030303030303030307,0.09090909090909093,0.005273321449792037,0.032278318574392936,0.024921225727677337,0.4050632911392405,0.1875,0.09375,0.09375,64.41666666666666,0.15471233007149046,8,2,3
10,2,17-19,-0.014984583608165424,1,1,1,0.15151515151515152,0.12121212121212123,0.44,0.38372093023255816,0.0756805694305694,0.0290186087061087,0.0516338824739391,0.04546738722289317,0.12193725611807298,0.09043717088675096,0.19784408739526949,0.12894650550951595,0.18697207994703965,0.16374669759899071,0.1523590729656918,0.07461764260495116,0.0752577861952862,0.0286261047979798,0.0335962822366611,0.02801114225594143,0.0,5.060140349916535,4,4,5.0,4.25,0.12121212121212123,0.030303030303030307,0.030303030303030307,0.09090909090909093,0.004010695187165775,0.02526871672205017,0.08315295255819449,0.463768115942029,0.21875,0.125,0.09375,63.41666666666666,0.1414285949361749,9,3,3
11,2,18-19,0.006107799690864815,1,2,1,0.12121212121212123,0.12121212121212123,0.3975903614457832,0.38372093023255816,0.052556818181818184,0.0290186087061087,0.04637451929188597,0.04546738722289317,0.1097474172747445,0.09043717088675096,0.1307730182125407,0.12894650550951595,0.16346157108053475,0.16374669759899071,0.08032108785536025,0.07461764260495116,0.05329335016835017,0.0286261047979798,0.028026476138759585,0.02801114225594143,0.0,4.054005970914065,4,4,4.25,4.25,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.09090909090909093,0.012923351158645277,0.030113683094032537,0.06028705837173577,0.4266666666666667,0.1875,0.0625,0.125,61.41666666666666,0.1402314912905081,8,3,3
12,2,14-21,0.016097430934934178,1,1,1,0.09090909090909093,0.09090909090909093,0.3793103448275862,0.3548387096774194,0.024165764790764783,0.011816077441077438,0.038986851730639184,0.03880235036125077,0.059339098661803015,0.058830705679002525,0.11574144965258985,0.10191534199901854,0.14873002555084902,0.14661148478220895,0.048683906161555886,0.037815212683076194,0.02566024831649831,0.01212121212121212,0.02234769797550227,0.02239989163337067,0.0,3.0080668381382165,3,3,4.666666666666667,4.333333333333333,0.060606060606060615,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.00445632798573975,0.02651354621113344,0.01592981950844854,0.4050632911392405,0.125,0.0625,0.0625,54.0,0.1545322282874931,6,3,4
13,2,20-21,-0.006557841507741537,1,1,1,0.15151515151515152,0.09090909090909093,0.42857142857142855,0.3548387096774194,0.06856060606060606,0.011816077441077438,0.05131335114953349,0.03880235036125077,0.12990813233785842,0.058830705679002525,0.17496035970661228,0.10191534199901854,0.1805463317244632,0.14661148478220895,0.1176431418055067,0.037815212683076194,0.06798453282828283,0.01212121212121212,0.03412926431324697,0.02239989163337067,0.0,3.675327929096288,3,3,4.2,4.333333333333333,0.12121212121212123,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.0046791443850267385,0.030956572805456068,0.0503024193548387,0.4507042253521127,0.1875,0.125,0.0625,71.91666666666666,0.14145136588125787,8,3,4
14,2,5-22,-0.00518612756634851,1,1,1,0.09090909090909093,0.15151515151515152,0.35106382978723405,0.4074074074074074,0.0125,0.051995400432900435,0.03914483239380419,0.05011235897231304,0.0649068302270855,0.12497939488585298,0.10221709832184717,0.1772152841286803,0.14647690925187645,0.17930307992293895,0.03638547099405832,0.10545036265122457,0.012989267676767677,0.052698863636363634,0.02235433231500151,0.034435813225762606,0.0,3.6481964321846223,3,3,4.333333333333333,4.0,0.060606060606060615,0.030303030303030307,0.030303030303030307,0.12121212121212123,0.0035650623885918,0.030508692735452838,0.037382392473118274,0.42105263157894735,0.1875,0.0625,0.125,66.91666666666666,0.16610475188120022,8,3,3
