,seed,connection,weight,level,in_degree,out_degree,deg_c_a,deg_c_b,close_c_a,close_c_b,bet_c_a,bet_c_b,curr_flow_c_a,curr_flow_c_b,curr_flow_bet_centrality_a,curr_flow_bet_centrality_b,eigen_centrality_a,eigen_centrality_b,katz_centrality_a,katz_centrality_b,comm_bet_centrality_a,comm_bet_centrality_b,load_centrality_a,load_centrality_b,page_rank_a,page_rank_b,dispersion,comm,connectivity,edge_connectivity,avg_neighbor_degree_a,avg_neighbor_degree_b,in_deg_c_a,in_deg_c_b,out_deg_c_a,out_deg_c_b,edge_bet_cent,edge_curr_flow_bet_centrality,group_bet_cent,group_clo_cent,group_deg_cent,group_in_deg_cent,group_out_deg_cent,edge_load_cent,simrank_similarity,volume,depth_a,depth_b
0,5,1-7,0.03721291347935828,1,1,5,0.15151515151515152,0.21212121212121213,0.4459459459459459,0.4782608695652174,0.04420093795093795,0.06733480639730638,0.05639697669122521,0.0639715081264244,0.09838806053567288,0.13453905176925388,0.19968332527695656,0.2789781484853002,0.1824325738520594,0.21483379817634168,0.12330580857174075,0.19672188254514825,0.04463120791245792,0.06823968855218858,0.03152745184827651,0.04222667437813234,0.0,8.368510280589568,5,5,5.4,4.714285714285714,0.12121212121212123,0.15151515151515152,0.030303030303030307,0.060606060606060615,0.010769459298871064,0.027172093903290825,0.08552787378392218,0.5423728813559322,0.3125,0.25,0.0625,78.41666666666666,0.15690357472864885,12,1,2
1,5,5-7,0.11725120322051781,1,1,5,0.09090909090909093,0.21212121212121213,0.4177215189873418,0.4782608695652174,0.012493235930735931,0.06733480639730638,0.04459418129239004,0.0639715081264244,0.047480095962953266,0.13453905176925388,0.14124888175262054,0.2789781484853002,0.15048178088039255,0.21483379817634168,0.05425848072227396,0.19672188254514825,0.013157617845117844,0.06823968855218858,0.020194479128287732,0.04222667437813234,0.0,6.389661559900733,3,3,6.333333333333332,4.714285714285714,0.060606060606060615,0.15151515151515152,0.030303030303030307,0.060606060606060615,0.014037433155080213,0.025574561891639824,0.05868935611879157,0.5161290322580645,0.25,0.1875,0.0625,63.0,0.16115329398506678,10,1,2
2,5,4-12,0.008082177919746301,1,1,1,0.12121212121212123,0.09090909090909093,0.4074074074074074,0.3793103448275862,0.03989079102715466,0.028996130132493768,0.0492143554346872,0.041348500222222834,0.09584289093144922,0.07570434418642355,0.1045737299006309,0.06551570807900949,0.1537259314477572,0.13660279984667228,0.06529444112813222,0.03861859576857538,0.0412878787878788,0.030605534511784507,0.02743750771297225,0.022232583818048744,0.0,2.77957448486403,3,3,4.0,4.0,0.09090909090909093,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.00802139037433155,0.03509134770391064,0.034107055578829766,0.4507042253521127,0.15625,0.09375,0.0625,78.66666666666666,0.1246675503511622,7,3,2
3,5,10-12,0.07954769257372384,1,1,1,0.15151515151515152,0.09090909090909093,0.4520547945205479,0.3793103448275862,0.08382034632034631,0.028996130132493768,0.054835925589771066,0.041348500222222834,0.1291837630629984,0.07570434418642355,0.14842882024655185,0.06551570807900949,0.17309166224878708,0.13660279984667228,0.12477641084211866,0.03861859576857538,0.08536405723905723,0.030605534511784507,0.033597644650507595,0.022232583818048744,0.0,3.2184630871525592,3,3,4.4,4.0,0.12121212121212123,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.004010695187165775,0.036294524780974564,0.07023896802122608,0.4923076923076923,0.1875,0.125,0.0625,92.66666666666666,0.1229047490950041,8,1,2
4,5,9-13,0.02297466402837987,1,1,1,0.12121212121212123,0.09090909090909093,0.4177215189873418,0.3548387096774194,0.03881749037999038,0.016339121736849004,0.04958879027429645,0.040284167932811414,0.08609326394914933,0.062286268149414736,0.13270957637060204,0.06806224586107862,0.16005697178248088,0.1361123336818877,0.08107061024268603,0.0333410068628067,0.03896254208754208,0.01641414141414141,0.026948762345975343,0.022157404445442633,0.0,3.4831982037364915,3,3,5.0,3.6666666666666665,0.09090909090909093,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.002822341057635175,0.029411352758326695,0.02663290450588837,0.4507042253521127,0.15625,0.09375,0.0625,67.15,0.11907481885193368,7,2,3
5,5,12-13,0.10698258968058953,1,2,1,0.09090909090909093,0.09090909090909093,0.3793103448275862,0.3548387096774194,0.028996130132493768,0.016339121736849004,0.041348500222222834,0.040284167932811414,0.07570434418642355,0.062286268149414736,0.06551570807900949,0.06806224586107862,0.13660279984667228,0.1361123336818877,0.03861859576857538,0.0333410068628067,0.030605534511784507,0.01641414141414141,0.022232583818048744,0.022157404445442633,0.0,2.4036807072421515,3,3,4.0,3.6666666666666665,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.010249554367201423,0.0355684717015383,0.015122713308197176,0.41025641025641024,0.125,0.03125,0.09375,70.33333333333334,0.11795885983150207,6,2,3
6,5,9-14,0.039076911691397286,1,1,5,0.12121212121212123,0.21212121212121213,0.4177215189873418,0.4583333333333333,0.03881749037999038,0.08576860324019414,0.04958879027429645,0.06389524522795632,0.08609326394914933,0.15867706888702848,0.13270957637060204,0.2278577062318353,0.16005697178248088,0.2068774333849741,0.08107061024268603,0.1855549185820232,0.03896254208754208,0.08280460858585859,0.026948762345975343,0.04349666458923336,0.0,6.172356404144182,4,4,5.0,4.142857142857143,0.09090909090909093,0.15151515151515152,0.030303030303030307,0.060606060606060615,0.019459298871063572,0.02849093907284985,0.09598294290834614,0.5079365079365079,0.28125,0.21875,0.0625,84.01666666666667,0.13942579171144706,11,2,2
7,5,11-14,0.13058313237031413,1,1,5,0.09090909090909093,0.21212121212121213,0.3975903614457832,0.4583333333333333,0.012657828282828285,0.08576860324019414,0.04399120349730858,0.06389524522795632,0.04968336763438111,0.15867706888702848,0.1215817822962098,0.2278577062318353,0.14754248204206322,0.2068774333849741,0.048714719793936,0.1855549185820232,0.012539457070707073,0.08280460858585859,0.0205160883945336,0.04349666458923336,0.0,5.5913171547147975,3,3,6.0,4.142857142857143,0.060606060606060615,0.15151515151515152,0.030303030303030307,0.060606060606060615,0.013220439691027923,0.027405318226130473,0.07464019515430806,0.4848484848484849,0.25,0.1875,0.0625,67.16666666666666,0.1535726284183857,10,1,2
8,5,6-16,0.0034577349055924,1,1,3,0.12121212121212123,0.18181818181818185,0.4177215189873418,0.4583333333333333,0.03183772246272246,0.06876352813852812,0.05035711749769978,0.0605232401359657,0.08048574719682225,0.12743792428741785,0.13441895702541898,0.21345133982507866,0.16045649303229506,0.1943260574226929,0.07641802524275165,0.14998264812950654,0.0316813973063973,0.06918665824915825,0.02650108852650504,0.037401108929893685,0.0,5.76988712335333,4,4,5.0,4.666666666666667,0.09090909090909093,0.09090909090909093,0.030303030303030307,0.09090909090909093,0.023618538324420683,0.02687591368716277,0.07272305427547363,0.5079365079365079,0.25,0.15625,0.09375,74.24999999999999,0.1460725299957972,10,3,3
9,5,7-16,0.017361477399206512,1,2,3,0.21212121212121213,0.18181818181818185,0.4782608695652174,0.4583333333333333,0.06733480639730638,0.06876352813852812,0.0639715081264244,0.0605232401359657,0.13453905176925388,0.12743792428741785,0.2789781484853002,0.21345133982507866,0.21483379817634168,0.1943260574226929,0.19672188254514825,0.14998264812950654,0.06823968855218858,0.06918665824915825,0.04222667437813234,0.037401108929893685,0.0,9.909091666778243,6,6,4.714285714285714,4.666666666666667,0.15151515151515152,0.09090909090909093,0.060606060606060615,0.09090909090909093,0.0196078431372549,0.02448366565880555,0.10948140681003586,0.5423728813559322,0.3125,0.1875,0.125,82.58333333333333,0.17890352864273662,13,2,3
