epoch,accuracy,time
1,44.310,21.58320236206055
2,49.850,245.30336260795593
3,52.060,369.3392553329468
4,60.650,492.8920485973358
5,70.430,616.9327869415283
6,70.480,741.4024283885956
7,67.800,868.9578516483307
8,74.120,992.8407912254333
9,67.170,1115.9430890083313
10,70.810,1239.1492383480072
11,71.030,1361.324835062027
12,74.820,1484.0632507801056
13,75.330,1606.7480309009552
14,77.300,1728.5919592380524
15,74.430,1850.3106627464294
16,64.910,1972.4826130867004
17,72.060,2093.358034133911
18,76.730,2213.509829521179
19,74.600,2335.694840192795
20,68.290,2459.187265396118
21,77.180,2582.6468772888184
22,74.050,2705.5176088809967
23,79.030,2827.5408935546875
24,74.970,2948.96675658226
25,72.720,3076.2141704559326
26,75.980,3198.996809244156
27,72.740,3322.3540921211243
28,77.690,3444.796933889389
29,71.740,3566.392550945282
30,88.290,3690.446121931076
31,88.730,3814.232682466507
32,89.170,3937.939717769623
33,89.130,4059.063086271286
34,89.780,4183.173051595688
35,89.570,4306.513565063477
36,89.580,4429.467188358307
37,89.000,4552.567567825317
38,89.940,4675.149356365204
39,89.530,4797.693550825119
40,89.790,4920.474422216415
41,89.320,5049.367107152939
42,90.240,5172.661390304565
43,89.890,5297.081850528717
44,89.880,5418.792060375214
45,90.040,5541.658675909042
46,90.150,5665.227612495422
47,90.430,5786.911979913712
48,89.960,5909.70004940033
49,89.940,6032.843568086624
50,89.160,6154.992702960968
51,89.370,6276.451818704605
52,90.410,6397.869098901749
53,90.910,6520.962387800217
54,90.180,6643.618299245834
55,87.930,6765.663057088852
56,89.340,6889.136674880981
57,90.030,7011.500623703003
58,89.450,7134.138783693314
59,88.940,7261.651392221451
60,91.460,7388.416429281235
61,91.780,7511.23646903038
62,91.960,7635.400917053223
63,92.050,7758.148679256439
64,92.130,7880.425181150436
65,92.180,8003.565573453903
66,92.100,8124.838244438171
67,92.130,8246.916744709015
68,92.400,8368.80084681511
69,92.300,8490.444880008698
70,92.240,8611.62531876564
71,92.100,8733.765791416168
72,92.170,8855.455248117447
73,92.040,8976.621716022491
74,91.920,9097.78517460823
75,92.360,9225.287740468979
76,92.230,9349.329773187637
77,92.130,9473.978854179382
78,91.970,9596.356658220291
79,91.950,9719.926238775253
80,92.130,9841.693694114685
81,92.250,9963.193841457367
82,92.210,10085.796729326248
83,92.210,10209.458572149277
84,92.090,10331.431098937988
85,92.430,10455.618716716766
86,92.140,10577.690546035767
87,91.670,10702.834583044052
88,92.310,10825.228170633316
89,92.570,10949.715147972107
90,92.380,11071.878465890884
91,92.380,11193.314826250076
92,92.510,11317.012898683548
93,92.500,11443.943842411041
94,92.520,11570.383321523666
95,92.440,11692.521662473679
96,92.230,11813.720984458923
97,92.300,11935.777415513992
98,92.500,12056.837042808533
99,92.440,12179.201379299164
100,92.310,12301.6741335392
