epoch,accuracy,train_loss,train_acc,time
  1, 85.310, 0.607, 77.646,78.82895970344543
  2, 87.700, 0.355, 87.178,157.9396514892578
  3, 87.700, 0.305, 88.937,236.49304723739624
  4, 90.310, 0.272, 90.276,315.5023560523987
  5, 90.860, 0.250, 91.043,394.8978462219238
  6, 91.050, 0.235, 91.565,473.7656376361847
  7, 91.310, 0.224, 92.037,552.5367231369019
  8, 92.170, 0.214, 92.303,631.2163305282593
  9, 92.420, 0.203, 92.803,710.2520830631256
 10, 91.180, 0.198, 92.941,788.677933216095
 11, 92.200, 0.191, 93.249,867.2970995903015
 12, 92.520, 0.186, 93.415,946.3829674720764
 13, 92.950, 0.177, 93.740,1025.3215992450714
 14, 92.850, 0.174, 93.822,1104.0932376384735
 15, 92.720, 0.170, 94.040,1182.9167506694794
 16, 92.680, 0.166, 94.146,1261.947082042694
 17, 92.430, 0.163, 94.255,1340.4118626117706
 18, 93.210, 0.159, 94.325,1419.1375288963318
 19, 92.850, 0.156, 94.443,1497.64914560318
 20, 93.240, 0.152, 94.602,1576.1596460342407
 21, 93.440, 0.151, 94.645,1654.6831393241882
 22, 92.640, 0.146, 94.884,1732.8648400306702
 23, 92.840, 0.146, 94.841,1811.2801022529602
 24, 92.930, 0.140, 95.117,1890.1032648086548
 25, 92.660, 0.141, 95.113,1968.4532477855682
 26, 93.370, 0.137, 95.191,2046.582007408142
 27, 93.400, 0.136, 95.244,2125.6218016147614
 28, 93.400, 0.134, 95.373,2204.3668596744537
 29, 92.850, 0.135, 95.227,2282.8888309001923
 30, 93.750, 0.092, 96.970,2362.2700428962708
 31, 94.030, 0.081, 97.320,2441.1949541568756
 32, 94.140, 0.076, 97.459,2520.389310359955
 33, 94.140, 0.073, 97.528,2599.357304096222
 34, 94.180, 0.069, 97.736,2678.2022178173065
 35, 94.040, 0.067, 97.750,2756.6828150749207
 36, 94.130, 0.065, 97.829,2835.0936484336853
 37, 94.220, 0.062, 97.907,2914.3706374168396
 38, 94.160, 0.061, 98.011,2993.311192750931
 39, 94.180, 0.057, 98.137,3072.2136664390564
 40, 94.060, 0.057, 98.106,3151.2836949825287
 41, 94.000, 0.056, 98.157,3230.3340594768524
 42, 94.010, 0.055, 98.234,3309.3863241672516
 43, 94.200, 0.051, 98.336,3387.885555267334
 44, 94.190, 0.051, 98.323,3466.8860585689545
 45, 94.090, 0.051, 98.366,3545.728214740753
 46, 93.940, 0.048, 98.478,3624.209033727646
 47, 94.010, 0.047, 98.519,3702.986531019211
 48, 94.210, 0.045, 98.540,3781.667708873749
 49, 94.090, 0.045, 98.540,3860.6642742156982
 50, 94.140, 0.045, 98.519,3939.535833120346
