epoch,accuracy,time
  1,87.750,177.51093292236328
  2,88.840,353.3077919483185
  3,89.080,531.7503607273102
  4,86.990,709.77898478508
  5,89.870,888.1577396392822
  6,88.810,1066.1154825687408
  7,89.610,1244.367220401764
  8,89.880,1422.632304906845
  9,89.790,1600.7127656936646
 10,89.510,1779.1505317687988
 11,89.340,1957.4045090675354
 12,90.230,2135.7847414016724
 13,89.370,2313.944259405136
 14,90.820,2492.457139968872
 15,90.260,2670.635443687439
 16,90.950,2849.259565591812
 17,90.830,3027.510841369629
 18,88.830,3205.735013961792
 19,90.080,3383.7947556972504
 20,90.140,3561.9807167053223
 21,90.230,3740.1251990795135
 22,91.000,3918.334508419037
 23,89.070,4096.6932780742645
 24,90.420,4274.834165811539
 25,90.290,4452.879743099213
 26,90.490,4631.011568784714
 27,91.260,4809.460277557373
 28,90.840,4987.942980289459
 29,89.960,5166.393852710724
 30,92.650,5344.643713951111
 31,92.920,5522.850479125977
 32,92.890,5700.9788813591
 33,92.950,5879.203728675842
 34,92.800,6057.482850790024
 35,93.030,6235.775621175766
 36,93.110,6414.045502901077
 37,92.970,6592.06240940094
 38,93.000,6770.066685199738
 39,93.000,6948.166622638702
 40,93.060,7126.433455467224
 41,92.980,7304.700151205063
 42,93.000,7482.988765954971
 43,93.170,7661.525098562241
 44,93.190,7839.898240566254
 45,93.050,8018.489706516266
 46,93.120,8196.927499055862
 47,92.990,8375.223958492279
 48,92.970,8553.319641113281
 49,92.980,8731.383812189102
 50,93.020,8909.59363746643
