epoch,accuracy,time
  1,28.130,282.1592411994934
  2,38.150,564.5787625312805
  3,42.790,847.2587416172028
  4,44.620,1129.5969786643982
  5,40.800,1414.0121006965637
  6,59.370,1696.4976177215576
  7,52.930,1978.6883354187012
  8,34.520,2263.3260662555695
  9,39.480,2545.1303725242615
 10,47.330,2827.3576798439026
 11,53.740,3109.549705028534
 12,57.500,3391.6500191688538
 13,55.980,3673.733231306076
 14,63.120,3956.1140356063843
 15,62.910,4238.237627983093
 16,63.320,4520.704988718033
 17,67.000,4803.25639128685
 18,65.850,5087.24441242218
 19,62.270,5369.105068445206
 20,69.790,5651.3956480026245
 21,72.680,5933.914710044861
 22,58.010,6215.762428045273
 23,61.930,6499.802323818207
 24,68.490,6782.169235229492
 25,73.250,7064.851640462875
 26,75.360,7346.933531761169
 27,77.420,7629.216330289841
 28,74.430,7911.036259174347
 29,77.860,8193.352426052094
 30,80.220,8478.142342329025
 31,81.070,8760.936312913895
 32,81.500,9043.098722219467
 33,81.380,9325.52293753624
 34,81.190,9607.78752541542
 35,81.950,9888.321231365204
 36,81.490,10170.936454296112
 37,82.250,10454.017650842667
 38,81.770,10735.976811885834
 39,82.070,11021.87605047226
 40,82.290,11306.02458190918
 41,82.810,11590.071404218674
 42,82.490,11876.389558315277
 43,83.130,12160.54093003273
 44,82.870,12444.47094631195
 45,83.020,12728.237821340561
 46,83.060,13012.163551568985
 47,83.130,13295.797910451889
 48,82.950,13579.643226623535
 49,82.870,13863.694823980331
 50,83.880,14147.568223237991
