epoch,accuracy,time
1    ,81.360  ,86.40965938568115
2    ,86.780  ,174.79875779151917
3    ,90.060  ,264.7614896297455
4    ,90.290  ,360.1042728424072
5    ,91.270  ,456.3805658817291
6    ,91.070  ,559.0651652812958
7    ,91.850  ,746.3221111297607
8    ,91.850  ,936.8619046211243
9    ,91.410  ,1129.2351467609406
10   ,91.610  ,1323.078691482544
11   ,91.720  ,1541.951178073883
12   ,92.030  ,1831.1250908374786
13   ,92.700  ,2120.3652539253235
14   ,92.160  ,2410.0220787525177
15   ,92.300  ,2698.9837074279785
16   ,92.690  ,2988.1882264614105
17   ,92.800  ,3276.788674592972
18   ,91.850  ,3566.0158689022064
19   ,92.600  ,3855.9343645572662
20   ,92.850  ,4145.173073291779
21   ,92.950  ,4433.670038461685
22   ,93.200  ,4722.496648550034
23   ,92.630  ,5011.0673904418945
24   ,93.330  ,5300.383492946625
25   ,93.000  ,5588.659534692764
26   ,92.640  ,5877.362153768539
27   ,92.300  ,6164.928518295288
28   ,93.140  ,6454.32149720192
29   ,92.770  ,6743.2138431072235
30   ,93.660  ,7031.460434436798
31   ,93.860  ,7320.539306640625
32   ,93.910  ,7609.531478881836
33   ,93.790  ,7896.9617121219635
34   ,93.880  ,8185.264875411987
35   ,93.750  ,8473.70770072937
36   ,93.820  ,8762.132426261902
37   ,93.850  ,9051.760683774948
38   ,93.900  ,9340.849784135818
39   ,93.970  ,9637.16431260109
40   ,93.810  ,9926.124254703522
41   ,93.910  ,10214.996513843536
42   ,93.910  ,10504.62693476677
43   ,93.880  ,10793.987821340561
44   ,93.710  ,11085.18017745018
45   ,93.720  ,11374.5556807518
46   ,93.910  ,11664.029846668243
47   ,93.800  ,11954.336063861847
48   ,93.860  ,12241.43935751915
49   ,93.800  ,12528.72158575058
50   ,94.000  ,12817.494842767715
