epoch,accuracy,time
  1,88.780,173.6219778060913
  2,90.180,349.5574038028717
  3,89.240,525.6746256351471
  4,89.170,701.3702721595764
  5,89.180,877.5000116825104
  6,90.140,1053.5655677318573
  7,88.250,1229.4665706157684
  8,89.480,1405.6838445663452
  9,90.100,1581.2355890274048
 10,90.070,1757.2017579078674
 11,90.680,1933.7076506614685
 12,88.070,2109.789652824402
 13,90.060,2285.8079602718353
 14,89.070,2461.7113926410675
 15,89.930,2637.6154108047485
 16,91.200,2814.1323540210724
 17,90.950,2990.2989599704742
 18,89.280,3166.2492575645447
 19,90.790,3342.114414215088
 20,88.870,3518.273666381836
 21,90.080,3694.3358068466187
 22,90.590,3870.089133501053
 23,88.970,4045.9199295043945
 24,90.130,4222.070413827896
 25,90.840,4398.222217321396
 26,91.590,4574.33024430275
 27,90.580,4750.351177930832
 28,90.170,4926.50435256958
 29,90.250,5102.703678846359
 30,92.840,5279.0210473537445
 31,92.750,5454.909071445465
 32,92.750,5630.499626636505
 33,92.800,5806.497680902481
 34,92.970,5982.559306383133
 35,92.840,6158.060322999954
 36,92.930,6334.18181681633
 37,92.970,6509.702074289322
 38,92.840,6685.714619636536
 39,92.980,6861.803272247314
 40,92.920,7037.690116405487
 41,93.070,7213.2893488407135
 42,92.890,7389.430792093277
 43,92.960,7565.4643042087555
 44,93.050,7741.676009893417
 45,93.080,7918.359604358673
 46,93.040,8094.641268968582
 47,92.940,8269.978816986084
 48,93.100,8446.287913799286
 49,92.640,8622.520817279816
 50,92.940,8798.5737991333
