epoch,accuracy,time
1,44.930,29.53184533119202
2,57.810,252.09937572479248
3,62.130,375.0792181491852
4,63.420,497.70028042793274
5,68.790,620.699102640152
6,68.470,743.1522510051727
7,72.530,864.965663433075
8,75.700,986.9370832443237
9,75.150,1109.144381761551
10,68.740,1230.69362282753
11,73.150,1352.5127193927765
12,75.140,1474.9383630752563
13,76.210,1598.106008529663
14,66.310,1720.1863551139832
15,80.160,1841.896726846695
16,76.180,1965.4556651115417
17,72.910,2092.108456134796
18,78.190,2214.05091714859
19,73.530,2336.009708404541
20,78.260,2458.1837933063507
21,76.750,2580.050237417221
22,75.980,2700.953422307968
23,72.150,2822.183993577957
24,78.520,2944.553302049637
25,75.920,3066.6751861572266
26,77.070,3188.0228567123413
27,74.780,3309.959136247635
28,79.140,3431.558875799179
29,77.710,3553.789073944092
30,88.040,3677.0295922756195
31,88.660,3798.542959213257
32,88.830,3920.563519001007
33,89.500,4042.4697403907776
34,89.490,4164.5036444664
35,90.060,4292.425919294357
36,89.470,4417.654559135437
37,89.440,4540.715454816818
38,90.600,4663.689296960831
39,90.050,4785.553104877472
40,90.390,4907.3171944618225
41,89.820,5028.929409742355
42,89.560,5150.263385057449
43,90.160,5271.843657255173
44,89.740,5394.308284521103
45,89.080,5516.518139123917
46,90.370,5639.095444917679
47,89.980,5761.34108042717
48,90.310,5883.1008405685425
49,90.120,6005.206316947937
50,89.270,6127.792609453201
51,90.820,6256.727718830109
52,90.390,6380.20454120636
53,90.020,6502.426594495773
54,90.340,6624.795323610306
55,89.170,6747.167216062546
56,89.510,6869.355512857437
57,90.850,6990.828051805496
58,90.460,7112.026124238968
59,90.610,7233.350314378738
60,91.780,7355.448059558868
61,91.960,7478.510343790054
62,92.080,7600.646154642105
63,92.290,7722.710092544556
64,92.320,7844.657542705536
65,92.170,7966.245527744293
66,92.240,8088.987900972366
67,92.400,8212.141254901886
68,92.420,8334.644664764404
69,92.640,8457.901902198792
70,92.450,8586.087192058563
71,92.400,8709.363849639893
72,92.310,8832.392412185669
73,92.730,8954.627555847168
74,92.420,9076.632841348648
75,92.590,9198.457551717758
76,92.430,9321.203881978989
77,92.530,9443.635819911957
78,92.590,9565.501107215881
79,92.580,9687.213836431503
80,92.520,9808.966730594635
81,92.620,9930.755439519882
82,92.500,10053.182282209396
83,92.430,10176.373316526413
84,92.630,10298.808980941772
85,92.660,10425.664316415787
86,92.310,10550.57116985321
87,92.730,10673.586823940277
88,92.370,10795.914811611176
89,92.410,10917.991029977798
90,92.390,11040.025617599487
91,92.620,11162.62461400032
92,92.570,11285.164998292923
93,92.570,11407.32774400711
94,92.590,11530.449063777924
95,92.620,11652.673965930939
96,92.630,11775.01628112793
97,92.690,11897.326887607574
98,92.790,12019.208441734314
99,92.710,12141.242471456528
100,92.630,12262.450839042664
