epoch,accuracy,time
  1,48.980,177.26264882087708
  2,73.560,354.6167149543762
  3,79.450,532.2157363891602
  4,82.670,709.7377650737762
  5,83.420,887.5774891376495
  6,83.960,1065.2286818027496
  7,85.680,1242.9313490390778
  8,86.890,1420.5384635925293
  9,86.070,1597.9024336338043
 10,85.600,1775.510887145996
 11,87.620,1953.1874277591705
 12,88.000,2130.96808886528
 13,86.720,2308.4966237545013
 14,87.210,2486.0963864326477
 15,87.820,2663.1226749420166
 16,87.430,2840.2509117126465
 17,86.790,3017.397826194763
 18,89.180,3195.2252991199493
 19,89.030,3372.312849998474
 20,88.250,3549.7026431560516
 21,88.290,3727.2079389095306
 22,87.810,3904.699653863907
 23,88.280,4081.9781641960144
 24,88.750,4259.383682012558
 25,89.500,4437.060841321945
 26,88.600,4614.592196702957
 27,89.200,4791.953287124634
 28,88.610,4969.251655817032
 29,88.980,5146.396044492722
 30,91.930,5323.677140235901
 31,92.320,5501.003792047501
 32,92.430,5678.160865068436
 33,92.500,5855.886066913605
 34,92.420,6033.307466268539
 35,92.600,6211.057124614716
 36,92.660,6388.6062178611755
 37,92.680,6566.211711168289
 38,92.850,6743.943332910538
 39,92.520,6921.122158288956
 40,92.600,7098.535015583038
 41,92.910,7276.252393960953
 42,92.840,7453.262111902237
 43,93.100,7631.03506064415
 44,92.720,7808.523486852646
 45,92.870,7985.604449510574
 46,92.900,8162.955905914307
 47,93.060,8340.329824209213
 48,93.050,8517.656133651733
 49,93.050,8693.750551223755
 50,92.940,8874.501994132996
