epoch,accuracy,time
1,38.270,21.24014163017273
2,47.920,241.4327907562256
3,57.340,362.7106168270111
4,57.510,483.6605191230774
5,59.540,604.5255770683289
6,64.830,724.875278711319
7,71.120,845.2088816165924
8,65.340,965.0380330085754
9,67.920,1085.3379666805267
10,65.140,1205.8732976913452
11,70.570,1333.6135413646698
12,70.520,1455.0464000701904
13,72.680,1576.0860936641693
14,72.830,1697.1086242198944
15,72.630,1817.680312871933
16,75.820,1939.7725005149841
17,72.360,2060.2624542713165
18,71.620,2181.9652700424194
19,76.970,2303.200389146805
20,73.860,2424.8280096054077
21,73.480,2546.0120158195496
22,73.500,2667.2471132278442
23,77.150,2787.95641207695
24,69.120,2909.7400257587433
25,76.090,3031.072704553604
26,73.090,3152.1469349861145
27,76.650,3272.486745119095
28,75.640,3393.362955570221
29,76.840,3514.1977586746216
30,88.130,3641.5154354572296
31,88.560,3762.7426867485046
32,88.860,3884.0486993789673
33,88.780,4004.3899264335632
34,89.720,4126.630581855774
35,89.990,4247.53248667717
36,90.080,4369.316478967667
37,89.750,4490.025942802429
38,89.320,4610.893032073975
39,89.940,4731.55447936058
40,89.560,4852.1607546806335
41,90.100,4972.750003814697
42,89.630,5093.5774891376495
43,90.000,5214.9767780303955
44,90.790,5336.352919340134
45,90.360,5461.005036115646
46,89.560,5586.39563202858
47,90.340,5708.115285873413
48,89.450,5829.5918753147125
49,90.120,5950.876136541367
50,89.530,6073.423738479614
51,90.550,6194.8404109478
52,90.050,6316.016623735428
53,89.390,6437.2138884067535
54,90.400,6557.961936473846
55,90.120,6678.530079603195
56,89.960,6799.74666762352
57,90.430,6921.270514249802
58,90.630,7042.7552485466
59,90.350,7163.751154184341
60,91.630,7285.389881849289
61,91.610,7406.143936157227
62,91.930,7527.758175373077
63,91.950,7649.388819217682
64,92.000,7775.821892738342
65,92.000,7898.227881669998
66,92.030,8019.576571464539
67,91.900,8140.675276517868
68,92.200,8261.808169841766
69,92.010,8383.69926738739
70,92.080,8504.57349896431
71,92.150,8626.359868526459
72,92.350,8748.30558347702
73,92.100,8870.01923251152
74,92.100,8991.61774778366
75,92.140,9113.020030975342
76,91.870,9234.377085447311
77,92.170,9356.632489204407
78,92.110,9478.1871509552
79,92.260,9599.98129415512
80,92.120,9729.475792646408
81,92.430,9852.426661729813
82,92.050,9974.307466983795
83,92.390,10095.563111305237
84,92.110,10216.489145755768
85,92.240,10337.509472846985
86,92.260,10459.30133509636
87,92.170,10580.820576429367
88,92.090,10701.826266765594
89,92.470,10823.199496030807
90,92.500,10944.440492391586
91,92.470,11065.584524869919
92,92.380,11186.804268836975
93,92.380,11308.218514919281
94,92.330,11429.830587148666
95,92.470,11551.298630952835
96,92.380,11673.547185182571
97,92.560,11794.949183225632
98,92.600,11917.453702688217
99,92.520,12045.759410858154
100,92.470,12168.19094824791
