epoch,accuracy,time
  1,62.360,176.76772904396057
  2,79.590,353.7589747905731
  3,82.850,530.8324656486511
  4,83.160,707.6273100376129
  5,86.430,884.2845680713654
  6,85.330,1061.0656628608704
  7,81.340,1237.6804382801056
  8,87.360,1414.7703802585602
  9,85.660,1591.2908935546875
 10,87.790,1768.2090573310852
 11,86.740,1944.8910956382751
 12,87.300,2121.694516181946
 13,88.410,2298.4851248264313
 14,87.020,2475.3683054447174
 15,85.760,2651.6510400772095
 16,88.680,2828.799872159958
 17,89.060,3005.9226059913635
 18,89.800,3182.9484791755676
 19,87.050,3359.6093180179596
 20,88.490,3536.2907264232635
 21,89.430,3712.997424840927
 22,88.740,3889.636787891388
 23,87.950,4066.5310175418854
 24,89.160,4243.314789772034
 25,88.200,4420.186092376709
 26,87.100,4597.061172246933
 27,89.310,4773.962591171265
 28,88.830,4950.716581821442
 29,89.800,5127.043373823166
 30,92.180,5303.7092089653015
 31,92.380,5480.763275146484
 32,92.580,5657.399278879166
 33,92.540,5833.807381629944
 34,92.560,6010.196950912476
 35,92.590,6187.147759437561
 36,92.440,6363.986044883728
 37,92.650,6540.495237350464
 38,92.450,6717.034873247147
 39,92.940,6893.89173913002
 40,92.580,7070.670351743698
 41,92.820,7247.407708644867
 42,92.830,7424.041673660278
 43,92.700,7600.397148132324
 44,92.370,7777.179243087769
 45,92.620,7954.04513502121
 46,92.650,8130.824626922607
 47,92.790,8307.699543952942
 48,92.580,8484.25485944748
 49,92.560,8658.680141210556
 50,92.470,8834.800096988678
