epoch,accuracy,time
  1,85.460,173.68854570388794
  2,89.130,346.9546172618866
  3,90.140,524.4856882095337
  4,87.760,701.8511381149292
  5,90.100,879.3957605361938
  6,89.860,1056.8697872161865
  7,88.190,1234.2085173130035
  8,89.900,1411.565595626831
  9,89.340,1588.9327745437622
 10,90.150,1766.528814315796
 11,90.700,1944.375498533249
 12,90.530,2121.5564835071564
 13,89.870,2298.7258689403534
 14,90.710,2476.6559405326843
 15,90.880,2654.118152618408
 16,91.550,2831.754345178604
 17,90.770,3009.2164282798767
 18,91.260,3186.7985434532166
 19,91.200,3364.3400325775146
 20,90.640,3541.7466819286346
 21,90.880,3719.336595773697
 22,90.820,3896.827558517456
 23,90.690,4074.4135570526123
 24,90.750,4251.553942203522
 25,91.040,4429.230319261551
 26,90.950,4606.577392101288
 27,90.710,4783.900838136673
 28,90.250,4961.337071657181
 29,91.080,5138.9073622226715
 30,92.670,5316.2821888923645
 31,92.790,5493.865940332413
 32,92.790,5671.3026802539825
 33,92.910,5849.190186500549
 34,92.960,6026.844015836716
 35,92.900,6204.347748041153
 36,93.060,6382.023111104965
 37,92.990,6559.458372831345
 38,92.840,6737.053707122803
 39,93.070,6914.924211978912
 40,92.930,7091.923597812653
 41,93.150,7269.883460760117
 42,93.040,7447.283160209656
 43,93.170,7625.234036445618
 44,93.200,7802.867488622665
 45,93.150,7980.0064351558685
 46,92.930,8157.5940890312195
 47,93.020,8335.189185619354
 48,93.010,8512.744605064392
 49,93.060,8690.291683912277
 50,93.180,8867.878695011139
