epoch,accuracy,time
  1,25.620,281.48622465133667
  2,34.810,563.0848767757416
  3,39.230,844.6246390342712
  4,41.120,1126.3623609542847
  5,47.730,1408.3793108463287
  6,49.660,1689.7044155597687
  7,54.700,1970.9592237472534
  8,35.900,2252.0541303157806
  9,46.470,2535.4012718200684
 10,57.460,2817.1255824565887
 11,56.070,3098.3610849380493
 12,62.550,3379.6449484825134
 13,61.070,3661.0153946876526
 14,63.430,3944.7733023166656
 15,67.390,4226.372439622879
 16,62.800,4507.760682582855
 17,69.310,4789.4060616493225
 18,69.140,5070.9250547885895
 19,66.630,5352.543608665466
 20,66.700,5629.576202630997
 21,74.670,5907.898975610733
 22,74.440,6185.959634780884
 23,76.860,6467.035928964615
 24,75.780,6745.195042848587
 25,77.520,7018.774690628052
 26,78.880,7293.427840709686
 27,72.780,7568.360808134079
 28,77.390,7842.086360454559
 29,77.600,8117.596861362457
 30,82.970,8393.049384355545
 31,83.170,8668.049698114395
 32,83.680,8941.923715114594
 33,83.870,9216.322949171066
 34,84.380,9491.395372629166
 35,84.010,9766.062395572662
 36,84.260,10039.717759132385
 37,85.000,10316.499230861664
 38,84.890,10591.710894584656
 39,85.000,10866.81938290596
 40,85.450,11141.11421918869
 41,84.900,11415.55711054802
 42,84.870,11689.417332172394
 43,85.220,11963.910197734833
 44,85.250,12238.5064702034
 45,85.410,12513.250653266907
 46,85.140,12790.487414598465
 47,85.650,13064.503229379654
 48,85.570,13338.973339796066
 49,85.740,13613.23257112503
 50,85.560,13888.913307905197
