epoch,accuracy,time
  1,24.780,280.7283685207367
  2,35.940,560.8824059963226
  3,39.700,841.1103203296661
  4,7.270,1121.1451346874237
  5,23.420,1401.2231845855713
  6,27.610,1682.4013483524323
  7,33.800,1963.8349959850311
  8,39.200,2243.81157374382
  9,48.190,2524.327757835388
 10,50.720,2807.423102617264
 11,52.310,3087.8879928588867
 12,57.010,3368.113340616226
 13,50.880,3648.1663143634796
 14,58.370,3928.5468442440033
 15,64.700,4208.649833202362
 16,59.980,4488.738919973373
 17,61.790,4768.9891839027405
 18,60.970,5049.184942007065
 19,64.810,5329.5358765125275
 20,71.100,5610.001375675201
 21,72.740,5890.586891174316
 22,74.750,6175.3483946323395
 23,67.140,6455.554340600967
 24,75.520,6736.203611135483
 25,74.020,7016.740533828735
 26,76.390,7297.418844938278
 27,35.290,7575.334779262543
 28,78.060,7854.553747653961
 29,80.770,8134.511615037918
 30,81.470,8414.790744543076
 31,81.540,8691.715364933014
 32,81.830,8968.978296995163
 33,81.790,9246.206919670105
 34,82.440,9523.859486579895
 35,82.400,9801.21361732483
 36,82.570,10079.187630414963
 37,83.000,10359.275967597961
 38,83.160,10636.719337940216
 39,83.220,10916.06261229515
 40,83.190,11193.361178398132
 41,83.480,11471.184900522232
 42,83.950,11749.205348491669
 43,83.790,12026.553141355515
 44,84.450,12303.974092006683
 45,83.790,12581.134066104889
 46,84.420,12858.265998363495
 47,84.730,13135.856410980225
 48,84.330,13412.849567890167
 49,84.660,13690.685569763184
 50,84.750,13968.334349155426
