epoch,accuracy,time
  1,69.130,193.12188911437988
  2,74.650,455.8665201663971
  3,82.970,719.4746530056
  4,83.610,983.0901052951813
  5,83.140,1246.367603778839
  6,83.630,1509.4535870552063
  7,84.470,1773.0365262031555
  8,82.980,2036.2009217739105
  9,87.510,2299.0977370738983
 10,87.580,2560.1508824825287
 11,87.930,2823.6249153614044
 12,87.340,3086.699887752533
 13,87.410,3349.8339676856995
 14,88.090,3613.0958428382874
 15,88.030,3876.313519001007
 16,86.200,4139.3801057338715
 17,88.090,4404.564839601517
 18,88.300,4668.556443691254
 19,89.130,4931.94673371315
 20,88.240,5194.3517973423
 21,87.890,5457.209911584854
 22,87.920,5720.104290485382
 23,88.600,5982.733056783676
 24,89.010,6243.06743478775
 25,88.890,6505.936087846756
 26,88.170,6768.659795761108
 27,90.480,7031.7642323970795
 28,89.350,7294.905034780502
 29,89.770,7558.1619193553925
 30,92.280,7821.5289261341095
 31,92.470,8084.725608110428
 32,92.730,8327.925920009613
 33,92.590,8506.517838001251
 34,92.750,8685.389217853546
 35,92.880,8864.134509086609
 36,93.020,9042.274345636368
 37,92.910,9220.62051320076
 38,93.020,9398.991706609726
 39,92.880,9577.552292585373
 40,92.950,9756.160025835037
 41,92.970,9934.54661989212
 42,92.920,10112.937774658203
 43,92.830,10291.409919261932
 44,93.010,10470.295658111572
 45,93.150,10649.27970290184
 46,93.070,10827.815462827682
 47,92.820,11006.215258598328
 48,92.880,11184.646917104721
 49,92.980,11363.07219862938
 50,93.140,11537.964457035065
