epoch,accuracy,train_loss,train_acc,time
  1, 40.230, 1.831, 31.774,244.12503218650818
  2, 48.990, 1.460, 46.696,490.0077269077301
  3, 60.350, 1.238, 55.387,736.330399274826
  4, 64.330, 1.075, 62.120,980.9565200805664
  5, 65.920, 0.957, 66.230,1226.8949847221375
  6, 63.000, 0.874, 69.522,1473.8694887161255
  7, 72.640, 0.788, 72.862,1717.1944720745087
  8, 71.840, 0.725, 75.256,1962.3177766799927
  9, 75.000, 0.669, 77.076,2208.18173122406
 10, 79.340, 0.631, 78.585,2451.92715382576
 11, 77.290, 0.598, 79.817,2695.785088300705
 12, 82.440, 0.573, 80.683,2941.6318085193634
 13, 82.730, 0.552, 81.241,3188.217677593231
 14, 81.860, 0.528, 82.139,3461.079327106476
 15, 83.200, 0.507, 82.802,3735.5513145923615
 16, 80.940, 0.484, 83.592,3983.203194141388
 17, 82.580, 0.475, 83.935,4229.986059427261
 18, 83.740, 0.465, 84.331,4473.373496055603
 19, 82.970, 0.454, 84.915,4717.52672958374
 20, 85.440, 0.439, 85.181,4963.742338180542
 21, 85.680, 0.429, 85.472,5209.55770778656
 22, 86.000, 0.416, 86.042,5455.704189538956
 23, 83.790, 0.410, 86.288,5703.775513887405
 24, 84.740, 0.404, 86.301,5949.729997873306
 25, 83.530, 0.390, 86.909,6195.287951231003
 26, 86.440, 0.383, 87.139,6442.660365819931
 27, 84.990, 0.376, 87.446,6688.485897541046
 28, 86.960, 0.367, 87.723,6934.302619457245
 29, 86.030, 0.363, 87.668,7206.734462976456
 30, 89.880, 0.273, 90.787,7482.902715921402
 31, 90.000, 0.243, 91.877,7728.4932470321655
 32, 90.260, 0.233, 92.144,7973.301764249802
 33, 90.100, 0.223, 92.575,8218.371685266495
 34, 90.480, 0.219, 92.685,8463.582479000092
 35, 90.560, 0.215, 92.876,8707.338920354843
 36, 90.640, 0.210, 92.849,8953.540584564209
 37, 90.610, 0.207, 93.082,9200.588131904602
 38, 90.380, 0.200, 93.326,9447.63105893135
 39, 90.640, 0.198, 93.322,9693.604377746582
 40, 90.930, 0.194, 93.519,9940.465817213058
 41, 90.820, 0.194, 93.522,10186.044543981552
 42, 90.720, 0.190, 93.601,10430.414999723434
 43, 90.860, 0.183, 93.923,10674.854034662247
 44, 91.060, 0.186, 93.748,10946.613046169281
 45, 90.910, 0.186, 93.736,11224.617511749268
 46, 91.140, 0.180, 93.896,11470.429037332535
 47, 90.720, 0.180, 93.957,11713.768081188202
 48, 90.850, 0.177, 94.131,11959.492052316666
 49, 90.860, 0.173, 94.251,12206.889179468155
 50, 90.580, 0.172, 94.272,12451.945134401321
