epoch,accuracy,time
  1,29.480,283.6110305786133
  2,31.620,567.1982810497284
  3,39.280,853.2180299758911
  4,47.080,1139.576004266739
  5,54.340,1423.5704245567322
  6,48.070,1707.086965560913
  7,28.350,1990.5411987304688
  8,36.160,2274.23921251297
  9,49.600,2557.564332008362
 10,52.070,2841.200532913208
 11,60.070,3124.724971294403
 12,63.260,3408.16942691803
 13,64.030,3691.7530460357666
 14,65.920,3975.211627960205
 15,68.210,4258.941059827805
 16,71.620,4545.249473571777
 17,64.710,4828.691066980362
 18,73.320,5114.840409040451
 19,66.600,5399.059047222137
 20,72.620,5682.702754974365
 21,76.420,5965.978368282318
 22,75.560,6249.583566904068
 23,72.100,6532.615133523941
 24,70.150,6815.88502407074
 25,78.360,7099.504551649094
 26,81.030,7383.313174009323
 27,81.040,7667.005991220474
 28,80.520,7953.02178812027
 29,79.970,8236.118277549744
 30,85.020,8519.939129114151
 31,85.240,8801.57269692421
 32,85.290,9086.338249921799
 33,85.650,9372.864228963852
 34,85.990,9656.241868019104
 35,85.930,9942.289590597153
 36,85.670,10227.783253669739
 37,86.210,10514.464968204498
 38,85.800,10800.429349660873
 39,86.160,11088.953056812286
 40,85.730,11375.301191091537
 41,86.300,11661.935100317001
 42,86.210,11948.426421403885
 43,86.470,12234.6463367939
 44,86.460,12523.568802118301
 45,86.020,12809.309710502625
 46,85.770,13095.240527153015
 47,86.730,13381.512672424316
 48,86.760,13670.284861326218
 49,87.010,13956.820179700851
 50,87.250,14242.83549618721
