epoch,accuracy,time
1,46.010,27.98778939247131
2,54.880,250.1842074394226
3,61.620,371.5574083328247
4,66.000,492.5484712123871
5,71.200,613.515722990036
6,72.360,735.2041616439819
7,66.130,856.1103954315186
8,73.240,977.5699050426483
9,74.070,1098.6125085353851
10,73.480,1219.0668549537659
11,71.850,1339.3977873325348
12,70.610,1460.285940170288
13,65.260,1581.5064511299133
14,71.350,1702.4959962368011
15,72.600,1823.808876991272
16,75.240,1945.4628112316132
17,73.530,2066.8212580680847
18,74.460,2187.4945719242096
19,77.830,2309.3650159835815
20,76.860,2435.472925901413
21,75.570,2556.5382742881775
22,72.320,2677.2632145881653
23,74.660,2798.001429080963
24,73.760,2918.690493106842
25,78.740,3039.6630823612213
26,73.270,3160.7526762485504
27,74.850,3281.858316421509
28,69.940,3402.5426981449127
29,75.690,3523.968925714493
30,87.940,3645.0971879959106
31,88.260,3766.0957543849945
32,89.060,3887.152990102768
33,88.030,4007.919011116028
34,90.070,4128.809574127197
35,89.650,4253.389704942703
36,89.610,4377.649795055389
37,89.880,4500.147998809814
38,89.810,4622.012235879898
39,89.600,4743.528801679611
40,89.180,4864.947908878326
41,89.840,4986.022053003311
42,90.360,5106.719639539719
43,89.670,5227.741329193115
44,90.730,5348.608195781708
45,89.930,5469.15921998024
46,90.480,5589.862878084183
47,90.150,5710.141050338745
48,90.020,5830.558003664017
49,89.640,5951.236464738846
50,89.960,6072.651214361191
51,90.220,6193.396470069885
52,90.310,6313.664606809616
53,89.820,6434.865455389023
54,89.880,6563.159369945526
55,90.740,6685.440187931061
56,89.530,6806.073212862015
57,90.530,6927.2683708667755
58,90.550,7048.063267230988
59,90.290,7169.654682159424
60,91.880,7290.963474273682
61,92.130,7411.460438966751
62,92.090,7532.65726184845
63,92.310,7653.67471575737
64,92.130,7775.02810716629
65,92.400,7895.8081822395325
66,92.430,8016.639474630356
67,92.360,8136.927534103394
68,92.440,8260.307301521301
69,92.510,8383.072556495667
70,92.550,8508.932628154755
71,92.690,8629.712723255157
72,92.600,8751.077163219452
73,92.580,8871.848017692566
74,92.470,8992.024352312088
75,92.510,9112.447856903076
76,92.450,9234.678712844849
77,92.490,9355.939832925797
78,92.350,9477.908448457718
79,92.640,9600.212198734283
80,92.430,9721.491099834442
81,92.610,9842.673996925354
82,92.600,9963.822534322739
83,92.530,10084.836809158325
84,92.430,10205.342970609665
85,92.800,10326.038558244705
86,92.500,10448.291167020798
87,92.530,10570.610528707504
88,92.280,10696.747291088104
89,92.410,10820.328714609146
90,92.540,10941.515089273453
91,92.640,11062.39797592163
92,92.540,11182.368852376938
93,92.710,11303.198276519775
94,92.500,11424.079229593277
95,92.600,11544.565541028976
96,92.550,11665.698207378387
97,92.600,11786.546646356583
98,92.590,11907.126101016998
99,92.620,12028.662539958954
100,92.660,12149.728303194046
