epoch,accuracy,time
  1,88.360,176.50970435142517
  2,89.930,351.2277545928955
  3,90.020,528.1110546588898
  4,88.480,704.8380663394928
  5,88.750,881.5584652423859
  6,89.570,1058.2703120708466
  7,89.360,1234.805270433426
  8,87.950,1411.5399131774902
  9,90.070,1588.3265857696533
 10,89.910,1765.0679578781128
 11,90.060,1941.7198696136475
 12,89.500,2118.333024740219
 13,90.020,2294.77600812912
 14,89.370,2471.2449214458466
 15,88.810,2648.007005929947
 16,90.220,2824.9101893901825
 17,89.280,3001.5983233451843
 18,91.290,3178.3446514606476
 19,90.240,3355.206577062607
 20,90.710,3531.501941680908
 21,91.130,3707.965120792389
 22,89.870,3884.8756487369537
 23,89.830,4061.459919691086
 24,90.540,4238.070963859558
 25,91.040,4414.903436899185
 26,90.840,4591.533948659897
 27,90.370,4767.883029699326
 28,89.460,4944.571850299835
 29,90.360,5121.502041339874
 30,92.230,5298.669101238251
 31,92.310,5475.730549812317
 32,92.560,5652.594842910767
 33,92.690,5829.347346544266
 34,92.380,6005.867144823074
 35,92.590,6182.300617218018
 36,92.480,6358.943838357925
 37,92.590,6535.398319244385
 38,92.450,6711.678052663803
 39,92.610,6888.420308113098
 40,92.490,7064.780503511429
 41,92.510,7241.524209022522
 42,92.650,7418.060534000397
 43,92.610,7594.422457456589
 44,92.640,7770.763514518738
 45,92.690,7947.187273740768
 46,92.700,8124.106465339661
 47,92.700,8300.965373754501
 48,92.690,8477.86515212059
 49,92.600,8654.757876634598
 50,92.660,8831.766847372055
