epoch,accuracy,time
1    ,11.500  ,82.39572787284851
2    ,17.560  ,167.797265291214
3    ,21.900  ,259.386114358902
4    ,26.050  ,350.4749720096588
5    ,31.020  ,442.53025245666504
6    ,35.440  ,532.7984857559204
7    ,33.920  ,622.3134346008301
8    ,38.820  ,718.418639421463
9    ,43.380  ,973.2974543571472
10   ,41.540  ,1240.0823187828064
11   ,43.790  ,1506.5751745700836
12   ,45.970  ,1773.0210819244385
13   ,46.560  ,2039.2193338871002
14   ,50.390  ,2305.6006026268005
15   ,48.150  ,2571.918384075165
16   ,52.120  ,2838.5375196933746
17   ,51.840  ,3104.9168269634247
18   ,52.950  ,3371.461991071701
19   ,53.270  ,3638.2893397808075
20   ,52.600  ,3904.8585319519043
21   ,53.790  ,4171.68364405632
22   ,54.060  ,4438.305299758911
23   ,55.300  ,4706.585448265076
24   ,55.330  ,4974.933660507202
25   ,55.900  ,5241.953585863113
26   ,57.760  ,5508.9308297634125
27   ,57.100  ,5775.136523008347
28   ,56.920  ,6041.852387189865
29   ,60.230  ,6308.819286108017
30   ,64.840  ,6575.943186759949
31   ,65.710  ,6843.573960065842
32   ,66.110  ,7110.424765825272
33   ,65.570  ,7376.672729730606
34   ,65.970  ,7643.25655913353
35   ,66.040  ,7909.868052721024
36   ,65.790  ,8176.869470357895
37   ,65.970  ,8443.255462646484
38   ,65.960  ,8710.173335790634
39   ,65.630  ,8976.881410121918
40   ,66.030  ,9244.071716070175
41   ,65.750  ,9510.882299423218
42   ,65.860  ,9777.218315839767
43   ,65.520  ,10043.79617357254
44   ,66.010  ,10310.57936000824
45   ,66.130  ,10577.803470373154
46   ,65.830  ,10844.795126199722
47   ,66.130  ,11111.898581027985
48   ,65.400  ,11378.092529296875
49   ,66.250  ,11644.832311153412
50   ,65.570  ,11911.279411315918
