epoch,accuracy,time
1    ,46.870  ,83.24848198890686
2    ,50.670  ,169.60404229164124
3    ,62.640  ,257.4205164909363
4    ,63.500  ,345.4871554374695
5    ,68.310  ,433.687860250473
6    ,72.100  ,521.9200305938721
7    ,74.520  ,655.9167928695679
8    ,75.060  ,887.7551441192627
9    ,74.940  ,1149.6203532218933
10   ,79.070  ,1411.7067711353302
11   ,81.910  ,1673.3508431911469
12   ,82.390  ,1935.2007241249084
13   ,82.760  ,2197.2279098033905
14   ,81.290  ,2458.7884953022003
15   ,79.990  ,2720.2318449020386
16   ,81.240  ,2981.4410734176636
17   ,84.150  ,3243.0597727298737
18   ,84.500  ,3505.13440656662
19   ,83.490  ,3766.210081100464
20   ,83.000  ,4027.42302942276
21   ,86.450  ,4289.030848503113
22   ,85.100  ,4550.420818805695
23   ,82.600  ,4811.380857467651
24   ,85.270  ,5072.595261096954
25   ,87.310  ,5333.856184959412
26   ,86.690  ,5595.547086238861
27   ,85.380  ,5857.1114711761475
28   ,85.330  ,6118.935361862183
29   ,86.220  ,6380.389058113098
30   ,90.040  ,6643.126737833023
31   ,90.200  ,6904.215603590012
32   ,90.470  ,7164.286420345306
33   ,90.780  ,7425.954386234283
34   ,90.700  ,7687.787403106689
35   ,90.820  ,7949.314832210541
36   ,90.670  ,8210.324959993362
37   ,90.780  ,8471.964866161346
38   ,91.060  ,8733.509821891785
39   ,90.980  ,8995.4894156456
40   ,90.930  ,9256.910936117172
41   ,90.690  ,9518.53342962265
42   ,90.960  ,9780.86570096016
43   ,90.590  ,10042.650617837906
44   ,90.980  ,10303.685116052628
45   ,91.210  ,10565.509987592697
46   ,91.190  ,10827.243912935257
47   ,91.240  ,11088.602660179138
48   ,91.310  ,11350.194659948349
49   ,91.220  ,11613.031024932861
50   ,91.330  ,11874.451004505157
