epoch,accuracy,time
1    ,95.060  ,83.94007349014282
2    ,98.640  ,168.75997710227966
3    ,98.840  ,253.31159591674805
4    ,99.130  ,338.4240219593048
5    ,99.310  ,424.2831597328186
6    ,99.280  ,509.8722183704376
7    ,99.230  ,595.6458296775818
8    ,99.320  ,681.9954206943512
9    ,99.370  ,768.1671435832977
10   ,99.290  ,854.32812333107
11   ,99.310  ,940.4469323158264
12   ,99.150  ,1026.1477472782135
13   ,99.140  ,1112.2763731479645
14   ,99.350  ,1197.6171507835388
15   ,99.280  ,1282.8620743751526
16   ,99.400  ,1368.588940858841
17   ,99.480  ,1453.4134683609009
18   ,99.340  ,1538.096743106842
19   ,99.360  ,1623.6096568107605
20   ,99.330  ,1709.1858808994293
21   ,99.310  ,1794.7050037384033
22   ,99.420  ,1879.5372133255005
23   ,99.380  ,1964.8718116283417
24   ,99.260  ,2049.8519644737244
25   ,99.360  ,2134.872127056122
26   ,99.310  ,2220.311446905136
27   ,99.520  ,2306.0900316238403
28   ,99.450  ,2391.8552153110504
29   ,99.400  ,2477.6290328502655
30   ,99.640  ,2563.509561777115
31   ,99.610  ,2649.521192073822
32   ,99.680  ,2735.6539607048035
33   ,99.630  ,2821.7681002616882
34   ,99.590  ,2907.7935791015625
35   ,99.640  ,2993.804575920105
36   ,99.650  ,3079.632589817047
37   ,99.570  ,3165.4858050346375
38   ,99.570  ,3251.6422247886658
39   ,99.580  ,3337.6810672283173
40   ,99.590  ,3423.7062578201294
41   ,99.550  ,3509.8917820453644
42   ,99.560  ,3595.838562965393
43   ,99.620  ,3681.9337260723114
44   ,99.580  ,3767.5189373493195
45   ,99.590  ,3853.281083345413
46   ,99.580  ,3938.9655845165253
47   ,99.620  ,4024.398019552231
48   ,99.610  ,4110.421144962311
49   ,99.600  ,4196.123642444611
50   ,99.560  ,4281.963737726212
