epoch,accuracy,time
  1,72.970,175.86088252067566
  2,74.730,352.16758465766907
  3,80.990,528.0803928375244
  4,80.630,703.7547671794891
  5,83.330,879.986349105835
  6,83.950,1056.2532222270966
  7,84.070,1232.6806154251099
  8,86.030,1409.0982611179352
  9,85.000,1585.2510628700256
 10,87.100,1761.5577342510223
 11,87.930,1937.9168667793274
 12,86.100,2113.9441933631897
 13,88.240,2290.2362155914307
 14,86.720,2466.2544388771057
 15,87.760,2642.453766345978
 16,88.500,2818.826681613922
 17,86.530,2994.793321609497
 18,88.410,3170.815330505371
 19,88.760,3347.1998591423035
 20,87.470,3523.465786218643
 21,88.580,3699.5430257320404
 22,88.200,3875.65700173378
 23,87.920,4051.7104680538177
 24,88.430,4227.59442615509
 25,89.290,4404.312475442886
 26,88.870,4580.335555315018
 27,88.900,4756.389927387238
 28,88.840,4932.535140752792
 29,89.550,5108.923292398453
 30,91.800,5285.083039283752
 31,92.230,5461.308962583542
 32,92.420,5637.649683475494
 33,92.390,5813.268005132675
 34,92.510,5989.486068725586
 35,92.480,6165.133014917374
 36,92.530,6341.201313734055
 37,92.490,6517.232300519943
 38,92.580,6693.132643461227
 39,92.510,6869.238892793655
 40,92.710,7045.615530252457
 41,92.610,7221.663261175156
 42,92.850,7398.124948978424
 43,92.790,7573.981855392456
 44,92.850,7749.839033603668
 45,92.650,7925.853160381317
 46,92.680,8101.825839519501
 47,92.640,8277.832619428635
 48,92.920,8454.117580890656
 49,92.730,8630.077579975128
 50,92.570,8804.352530956268
