epoch,accuracy,time
  1,30.140,283.13138031959534
  2,38.150,566.4789297580719
  3,43.130,849.2081427574158
  4,45.600,1132.3198940753937
  5,18.560,1417.6041100025177
  6,26.690,1700.1026883125305
  7,33.450,1982.7245573997498
  8,43.640,2265.070604801178
  9,44.880,2547.499004125595
 10,51.260,2830.484518289566
 11,54.890,3115.9986443519592
 12,60.570,3398.9699444770813
 13,61.120,3668.5689644813538
 14,61.710,3859.0208854675293
 15,64.180,4049.0574748516083
 16,66.240,4239.707486629486
 17,63.030,4429.187775611877
 18,69.750,4621.808883428574
 19,66.850,4797.3618178367615
 20,71.600,4895.98401761055
 21,72.410,4994.313083648682
 22,71.060,5092.156085968018
 23,72.080,5189.879326581955
 24,64.410,5287.7707488536835
 25,71.670,5385.511893749237
 26,73.450,5483.560340642929
 27,74.990,5581.516569852829
 28,77.330,5679.4111042022705
 29,78.210,5777.347295284271
 30,79.500,5875.290680885315
 31,80.170,5973.352880716324
 32,79.930,6070.851063013077
 33,80.140,6168.601597070694
 34,80.350,6266.629629135132
 35,80.310,6364.371226072311
 36,80.850,6462.37141752243
 37,81.060,6560.308918237686
 38,80.780,6658.081058263779
 39,81.360,6756.050018310547
 40,81.320,6853.8941740989685
 41,81.620,6951.904839038849
 42,82.130,7050.044672012329
 43,81.840,7147.905548095703
 44,82.320,7246.055828094482
 45,82.590,7344.160142421722
 46,82.060,7442.201934337616
 47,81.860,7539.971299648285
 48,82.080,7637.908543348312
 49,83.030,7735.945733308792
 50,82.620,7833.569098949432
