epoch,accuracy,time
  1,69.870,178.13382053375244
  2,78.380,356.167799949646
  3,76.880,534.1747643947601
  4,78.460,712.5129313468933
  5,84.500,890.7299764156342
  6,84.800,1068.8859486579895
  7,84.870,1247.1191849708557
  8,86.010,1425.3795659542084
  9,85.380,1603.1189975738525
 10,86.480,1781.120004415512
 11,87.780,1959.435338973999
 12,87.780,2137.510362148285
 13,88.210,2315.6474826335907
 14,88.510,2493.6329884529114
 15,87.550,2671.349281311035
 16,86.140,2849.3340735435486
 17,88.330,3027.286556482315
 18,89.560,3205.5792133808136
 19,89.080,3383.5495200157166
 20,87.940,3561.5917887687683
 21,88.270,3739.5470011234283
 22,89.810,3917.922341108322
 23,89.240,4096.038769960403
 24,89.890,4274.2970588207245
 25,89.070,4452.465008497238
 26,88.920,4630.374114751816
 27,88.980,4808.376969575882
 28,89.920,4986.828728914261
 29,89.170,5164.596923351288
 30,92.120,5342.842943429947
 31,92.410,5520.862466812134
 32,92.560,5698.609821796417
 33,92.540,5876.392452001572
 34,92.750,6054.683176040649
 35,92.580,6232.399375915527
 36,92.370,6410.328468322754
 37,92.470,6588.446004629135
 38,92.870,6766.588587284088
 39,92.820,6944.677086353302
 40,92.740,7122.4126765728
 41,92.770,7300.402879714966
 42,92.830,7478.3607614040375
 43,93.010,7656.503751516342
 44,92.780,7834.402900457382
 45,92.980,8012.417913198471
 46,92.850,8190.36732006073
 47,92.820,8368.37372994423
 48,92.990,8546.407481431961
 49,92.870,8721.732177734375
 50,92.680,8898.984468460083
