epoch,accuracy,time
  1,30.810,280.07776832580566
  2,34.080,560.3484523296356
  3,31.760,842.3628566265106
  4,34.400,1122.9049787521362
  5,54.950,1403.1794764995575
  6,27.230,1683.413804769516
  7,44.040,1963.310958623886
  8,49.090,2243.664671421051
  9,51.790,2524.0222461223602
 10,59.930,2804.6244337558746
 11,61.390,3085.0073657035828
 12,63.500,3365.368161916733
 13,65.240,3646.700496196747
 14,63.730,3927.949108362198
 15,66.510,4210.726137638092
 16,64.700,4490.4959852695465
 17,68.210,4771.0037977695465
 18,58.600,5051.023101806641
 19,64.490,5331.38316655159
 20,62.810,5611.749338626862
 21,71.680,5892.231674194336
 22,71.770,6172.880175828934
 23,75.640,6453.375693798065
 24,72.660,6732.959557771683
 25,79.560,7013.144532442093
 26,78.360,7293.181237697601
 27,39.700,7575.332456588745
 28,80.780,7858.2226305007935
 29,81.150,8138.178473472595
 30,82.490,8418.642570972443
 31,82.640,8698.943351268768
 32,82.680,8979.124866485596
 33,82.860,9259.320862054825
 34,83.100,9539.988057851791
 35,83.310,9820.722211837769
 36,83.070,10101.040177583694
 37,83.850,10381.794014692307
 38,83.260,10662.412086725235
 39,83.550,10944.745103597641
 40,83.720,11224.72502708435
 41,84.310,11505.453252792358
 42,84.550,11786.186952352524
 43,83.460,12064.026465415955
 44,83.410,12344.548233747482
 45,84.730,12625.404552936554
 46,84.290,12905.852199554443
 47,84.300,13186.774348974228
 48,84.440,13467.26559996605
 49,85.180,13747.926337242126
 50,85.030,14028.729454517365
