epoch,accuracy,time
1,43.150,23.12200140953064
2,48.200,246.85012674331665
3,60.380,369.493994474411
4,66.180,498.922167301178
5,65.040,622.5102999210358
6,72.410,747.2427461147308
7,65.820,869.6790287494659
8,68.310,993.2686290740967
9,70.840,1115.7789096832275
10,72.840,1238.362357378006
11,66.870,1359.9272496700287
12,72.420,1482.286232471466
13,71.200,1605.1794998645782
14,78.070,1727.936987876892
15,77.240,1850.0117635726929
16,72.540,1973.2858805656433
17,64.780,2096.010376214981
18,69.680,2219.220605134964
19,69.440,2346.0416462421417
20,64.200,2470.728862762451
21,75.550,2593.3988258838654
22,76.750,2716.836639881134
23,75.190,2839.626766681671
24,79.080,2962.649507045746
25,69.590,3085.433776140213
26,75.050,3208.623714208603
27,76.960,3330.5814855098724
28,71.720,3454.381369829178
29,77.880,3577.816244363785
30,87.060,3700.768229007721
31,88.210,3823.4372832775116
32,89.140,3945.56272315979
33,88.480,4067.463271379471
34,89.270,4189.803904056549
35,89.380,4312.017408370972
36,90.060,4434.345048189163
37,89.550,4557.413398981094
38,89.630,4686.1680908203125
39,89.570,4808.892626047134
40,89.600,4931.992895126343
41,89.050,5054.219198465347
42,89.670,5176.672081947327
43,88.680,5298.718967914581
44,90.210,5422.6621906757355
45,90.070,5544.874294281006
46,89.740,5667.063339471817
47,89.720,5790.63142991066
48,89.780,5913.413054466248
49,89.240,6035.235991477966
50,88.110,6157.915205717087
51,89.380,6280.631884336472
52,88.810,6404.287162780762
53,89.120,6532.476927518845
54,89.720,6656.584093093872
55,90.270,6778.466915369034
56,90.350,6901.684271097183
57,89.790,7022.7409927845
58,89.000,7143.746180295944
59,89.440,7265.927459478378
60,91.900,7389.639918088913
61,92.230,7512.149748086929
62,92.520,7634.737266540527
63,92.390,7757.128709554672
64,92.230,7878.65506529808
65,92.350,8000.791210412979
66,92.600,8123.521476984024
67,92.480,8245.738396644592
68,92.280,8369.870757818222
69,92.280,8492.352440357208
70,92.530,8614.260440349579
71,92.250,8736.024324655533
72,92.440,8864.255212783813
73,92.330,8986.831366062164
74,92.390,9109.096207141876
75,92.280,9231.169600725174
76,92.370,9354.36857175827
77,92.390,9477.106885910034
78,92.400,9600.985714673996
79,92.300,9722.310845851898
80,92.410,9844.750092983246
81,92.360,9966.727378606796
82,92.400,10088.327663898468
83,92.320,10210.207046031952
84,92.460,10333.187821626663
85,92.180,10455.27242898941
86,92.610,10576.932749509811
87,92.200,10701.043820142746
88,92.230,10827.717600822449
89,92.620,10950.819804430008
90,92.460,11072.795016765594
91,92.680,11194.545296430588
92,92.500,11316.71183681488
93,92.600,11439.016950368881
94,92.620,11560.397239208221
95,92.700,11682.19058084488
96,92.480,11803.667699337006
97,92.490,11926.362612485886
98,92.470,12048.976101398468
99,92.540,12171.88890004158
100,92.390,12294.022627353668
