epoch,accuracy,time
  1,72.570,176.13935685157776
  2,69.450,352.4895668029785
  3,80.170,529.4297993183136
  4,82.810,706.4685623645782
  5,84.380,883.3159475326538
  6,85.530,1060.2185921669006
  7,82.950,1236.8026101589203
  8,87.500,1413.8406064510345
  9,86.490,1590.4696416854858
 10,86.590,1767.1152396202087
 11,87.010,1943.4656522274017
 12,87.400,2119.9093766212463
 13,87.850,2296.742913722992
 14,86.930,2473.509078025818
 15,87.100,2650.061379432678
 16,85.960,2826.543493747711
 17,89.350,3003.4689888954163
 18,88.130,3180.1375935077667
 19,87.110,3356.7308688163757
 20,87.090,3533.55126452446
 21,89.610,3710.2532081604004
 22,89.310,3886.911491394043
 23,89.430,4063.509621620178
 24,89.590,4240.116078138351
 25,88.950,4416.745098352432
 26,88.400,4593.026751041412
 27,88.600,4769.6395611763
 28,88.890,4946.225465297699
 29,89.180,5122.790511369705
 30,91.770,5299.30987238884
 31,92.260,5476.197823047638
 32,92.400,5653.100388765335
 33,92.670,5830.102563381195
 34,92.630,6005.478269338608
 35,92.440,6182.013466596603
 36,92.770,6358.347700119019
 37,92.750,6534.771836280823
 38,92.610,6711.260202884674
 39,92.860,6887.67526102066
 40,92.870,7063.980973243713
 41,92.540,7240.298270940781
 42,92.960,7417.138586521149
 43,92.720,7593.811611652374
 44,92.750,7770.4991619586945
 45,92.870,7946.760050773621
 46,93.060,8122.992431402206
 47,92.820,8299.43379497528
 48,92.830,8475.853745222092
 49,93.000,8652.372452020645
 50,92.870,8826.36325454712
