epoch,accuracy,time
  1,67.230,178.17699694633484
  2,75.290,357.39766812324524
  3,77.700,535.6000263690948
  4,81.650,714.1113414764404
  5,82.810,892.9392049312592
  6,84.970,1071.3104038238525
  7,84.050,1249.8475623130798
  8,86.300,1428.2973320484161
  9,86.420,1607.2292039394379
 10,87.870,1785.961136341095
 11,85.170,1964.8187325000763
 12,88.000,2143.7080705165863
 13,87.420,2322.4225685596466
 14,88.030,2501.2417504787445
 15,86.490,2679.552240371704
 16,88.380,2858.1961431503296
 17,88.370,3036.701998949051
 18,88.500,3215.3106124401093
 19,87.510,3393.880338907242
 20,89.060,3572.9683117866516
 21,88.040,3751.5422229766846
 22,88.750,3930.2317967414856
 23,87.670,4108.862244606018
 24,88.870,4287.305381774902
 25,89.570,4466.115319013596
 26,88.890,4644.876093149185
 27,88.860,4823.416100740433
 28,90.070,5001.96363568306
 29,89.560,5180.509066820145
 30,91.810,5358.796161174774
 31,92.060,5537.885128498077
 32,91.970,5716.109986305237
 33,92.080,5894.752998352051
 34,92.090,6073.635493040085
 35,92.310,6252.47761797905
 36,92.520,6431.282501220703
 37,92.430,6609.62423658371
 38,92.410,6787.983936309814
 39,92.510,6966.54033613205
 40,92.640,7145.4120552539825
 41,92.450,7323.771075963974
 42,92.320,7501.9012331962585
 43,92.540,7680.605637550354
 44,92.650,7859.343998670578
 45,92.400,8038.122423887253
 46,92.850,8216.9939057827
 47,92.830,8395.511695623398
 48,92.630,8574.165010690689
 49,92.540,8750.818163871765
 50,92.640,8930.666995048523
