epoch,accuracy,time
1    ,4.490   ,251.94655060768127
2    ,7.260   ,518.7524726390839
3    ,10.520  ,785.2663760185242
4    ,17.390  ,1051.690645456314
5    ,19.620  ,1317.9184093475342
6    ,20.670  ,1584.3488614559174
7    ,20.140  ,1850.5255434513092
8    ,22.010  ,2117.158786535263
9    ,28.230  ,2383.658528804779
10   ,29.800  ,2650.1850459575653
11   ,32.210  ,2916.7872643470764
12   ,31.510  ,3183.2841958999634
13   ,31.360  ,3449.8192093372345
14   ,33.390  ,3716.188723564148
15   ,40.250  ,3983.579553604126
16   ,39.120  ,4250.84034204483
17   ,44.080  ,4518.258583784103
18   ,42.760  ,4786.268445730209
19   ,45.700  ,5052.988866567612
20   ,45.800  ,5319.761109113693
21   ,45.080  ,5588.415405988693
22   ,50.980  ,5855.69687461853
23   ,44.750  ,6122.797248840332
24   ,47.910  ,6389.45228099823
25   ,51.540  ,6656.038912296295
26   ,50.440  ,6923.072853088379
27   ,52.610  ,7189.819032669067
28   ,54.690  ,7457.492391109467
29   ,55.060  ,7724.046320915222
30   ,57.580  ,7991.523983240128
31   ,58.300  ,8258.976014614105
32   ,58.280  ,8526.080998182297
33   ,58.900  ,8793.41672706604
34   ,58.080  ,9059.776710987091
35   ,58.200  ,9325.968363046646
36   ,58.710  ,9592.319118499756
37   ,58.960  ,9860.15409874916
38   ,58.860  ,10126.814328432083
39   ,58.980  ,10394.531200885773
40   ,58.980  ,10660.447860240936
41   ,58.940  ,10927.84248328209
42   ,59.040  ,11194.231533288956
43   ,58.920  ,11374.117835521698
44   ,59.430  ,11551.506127357483
45   ,59.270  ,11728.43614077568
46   ,59.650  ,11905.632243156433
47   ,59.470  ,12082.854395627975
48   ,60.160  ,12260.341893911362
49   ,59.710  ,12437.315723896027
50   ,59.820  ,12603.275406122208
