epoch,accuracy,time
  1,25.220,280.23409938812256
  2,26.410,562.9363327026367
  3,36.230,843.5610449314117
  4,39.930,1124.1745443344116
  5,27.350,1404.3386673927307
  6,36.080,1684.1638703346252
  7,46.720,1966.5009651184082
  8,49.970,2246.949184179306
  9,54.140,2527.2906773090363
 10,53.250,2807.2557187080383
 11,56.270,3087.8757638931274
 12,51.670,3368.320224046707
 13,59.510,3648.9961965084076
 14,58.610,3930.672191143036
 15,60.810,4212.294020652771
 16,62.920,4492.631219387054
 17,66.810,4773.321546792984
 18,62.190,5053.331830024719
 19,57.350,5333.595252752304
 20,63.750,5613.789762496948
 21,72.400,5894.19091463089
 22,69.450,6174.508631944656
 23,70.970,6456.828299999237
 24,69.680,6736.477140903473
 25,72.550,7018.2382645606995
 26,71.660,7300.146802186966
 27,71.150,7584.094301939011
 28,70.460,7864.720439195633
 29,75.490,8149.261343240738
 30,76.240,8433.83885216713
 31,76.690,8718.452041387558
 32,76.690,9002.575199842453
 33,77.030,9286.942379713058
 34,77.330,9571.636152267456
 35,78.330,9856.234333276749
 36,77.590,10140.521958589554
 37,78.670,10429.674979448318
 38,78.620,10713.99404835701
 39,78.790,10998.707367897034
 40,78.990,11283.451146364212
 41,79.530,11568.165286064148
 42,79.510,11852.395503997803
 43,78.870,12136.690427303314
 44,79.540,12421.165488958359
 45,80.320,12705.639884710312
 46,80.370,12990.35652589798
 47,80.490,13277.26903629303
 48,80.180,13561.881938934326
 49,80.630,13848.980215787888
 50,80.760,14133.647861480713
