epoch,accuracy,time
  1,87.730,177.6659107208252
  2,83.640,352.3656768798828
  3,90.400,529.2306568622589
  4,89.340,705.8949551582336
  5,86.710,882.451169013977
  6,89.230,1059.1614434719086
  7,89.960,1236.1497535705566
  8,87.340,1413.0619609355927
  9,90.960,1590.1301085948944
 10,90.330,1766.9785029888153
 11,88.490,1943.8988809585571
 12,89.600,2120.947642803192
 13,90.150,2297.4362955093384
 14,90.680,2474.34667468071
 15,90.850,2651.2696204185486
 16,89.870,2827.914779186249
 17,89.700,3004.8816046714783
 18,91.240,3182.067033290863
 19,90.600,3358.924934864044
 20,91.590,3536.1883432865143
 21,89.840,3713.1069045066833
 22,91.030,3889.8905622959137
 23,91.190,4066.9625532627106
 24,91.470,4244.082967281342
 25,90.970,4421.160438776016
 26,90.290,4598.136286497116
 27,90.530,4775.183023929596
 28,90.240,4951.732289552689
 29,91.150,5128.374762058258
 30,92.950,5305.668972253799
 31,92.990,5482.851118564606
 32,93.010,5659.967298030853
 33,92.840,5836.663962125778
 34,92.820,6013.38649058342
 35,92.880,6190.401149511337
 36,92.830,6367.17307639122
 37,93.030,6544.377058267593
 38,93.100,6721.371898651123
 39,92.940,6897.874107122421
 40,93.020,7074.565726280212
 41,93.130,7251.544511318207
 42,92.810,7428.289779424667
 43,93.090,7605.296342849731
 44,92.920,7782.160798549652
 45,93.270,7959.501025915146
 46,93.330,8136.537766933441
 47,93.230,8313.523411750793
 48,93.270,8490.490251779556
 49,92.990,8667.640287399292
 50,93.130,8844.639250993729
