epoch,accuracy,time
  1,88.790,237.1997435092926
  2,88.870,496.59273743629456
  3,88.340,755.9042501449585
  4,90.040,1015.6503376960754
  5,89.220,1275.3837831020355
  6,90.270,1535.0318479537964
  7,89.750,1794.4449269771576
  8,90.670,2054.33514046669
  9,88.590,2313.73517203331
 10,88.670,2573.2022218704224
 11,89.730,2829.7058470249176
 12,90.490,3089.1349914073944
 13,90.410,3348.757764339447
 14,88.160,3608.129696369171
 15,91.390,3867.7672612667084
 16,90.040,4127.207372188568
 17,89.650,4386.377139568329
 18,90.200,4644.783654689789
 19,90.980,4902.458629846573
 20,90.240,5162.038234710693
 21,91.060,5421.684614419937
 22,90.420,5681.244389057159
 23,90.370,5938.199392795563
 24,90.660,6197.784367322922
 25,91.390,6457.176161766052
 26,90.660,6716.818916320801
 27,91.540,6976.718732595444
 28,90.720,7236.3509953022
 29,91.350,7495.969433069229
 30,92.920,7755.798749446869
 31,93.020,8015.33832192421
 32,93.150,8271.611983776093
 33,92.980,8445.648034095764
 34,93.000,8620.14067864418
 35,93.050,8794.43387556076
 36,93.070,8969.083871603012
 37,93.040,9143.770307064056
 38,93.220,9318.331485271454
 39,93.110,9492.854763031006
 40,93.190,9667.402282714844
 41,93.200,9841.658974409103
 42,93.210,10015.830772638321
 43,93.230,10190.464819908142
 44,93.200,10364.8723487854
 45,93.230,10539.356308937073
 46,93.170,10713.349012613297
 47,93.280,10888.296159744263
 48,93.170,11062.681577682495
 49,93.140,11236.917999267578
 50,93.270,11411.445610284805
