epoch,accuracy,train_loss,train_acc,time
  1, 44.940, 1.787, 33.918,73.5203058719635
  2, 52.210, 1.452, 46.886,147.12778568267822
  3, 62.330, 1.212, 56.429,221.3064284324646
  4, 66.160, 1.029, 63.327,295.3384473323822
  5, 66.280, 0.924, 67.306,369.3221457004547
  6, 72.710, 0.837, 70.908,443.33634901046753
  7, 74.860, 0.761, 73.658,517.538017988205
  8, 75.340, 0.708, 75.801,590.950502872467
  9, 78.050, 0.656, 77.585,664.9174573421478
 10, 78.510, 0.623, 78.774,738.7054822444916
 11, 78.960, 0.587, 80.056,812.8774719238281
 12, 80.580, 0.566, 80.753,887.0477077960968
 13, 83.170, 0.543, 81.638,960.9653363227844
 14, 79.050, 0.518, 82.656,1034.8610301017761
 15, 81.380, 0.502, 82.946,1108.9842915534973
 16, 83.370, 0.485, 83.549,1182.9030356407166
 17, 82.980, 0.470, 84.069,1256.8622660636902
 18, 84.400, 0.457, 84.695,1331.2801322937012
 19, 84.070, 0.445, 84.930,1405.3615636825562
 20, 80.430, 0.430, 85.573,1478.8842537403107
 21, 84.820, 0.421, 85.899,1552.9919669628143
 22, 86.410, 0.410, 86.120,1627.0966274738312
 23, 85.820, 0.405, 86.353,1700.5488634109497
 24, 85.400, 0.395, 86.619,1774.647631406784
 25, 84.400, 0.389, 86.938,1848.4881482124329
 26, 86.190, 0.379, 87.217,1922.2470405101776
 27, 86.900, 0.377, 87.359,1995.9132316112518
 28, 84.550, 0.366, 87.596,2069.7485525608063
 29, 86.290, 0.358, 88.056,2143.634449005127
 30, 89.810, 0.270, 90.895,2217.319132566452
 31, 90.020, 0.241, 91.905,2291.423552751541
 32, 90.410, 0.232, 92.163,2365.7589654922485
 33, 90.320, 0.224, 92.453,2439.8196465969086
 34, 90.070, 0.216, 92.730,2513.4668962955475
 35, 90.280, 0.216, 92.764,2587.6407334804535
 36, 90.570, 0.210, 92.966,2661.5144662857056
 37, 90.220, 0.207, 92.981,2735.192419528961
 38, 90.480, 0.201, 93.206,2809.1384501457214
 39, 90.670, 0.201, 93.246,2883.313144683838
 40, 90.340, 0.196, 93.448,2957.4683423042297
 41, 90.280, 0.194, 93.527,3031.1879212856293
 42, 90.570, 0.193, 93.542,3104.95201420784
 43, 90.830, 0.190, 93.511,3179.429064512253
 44, 90.710, 0.191, 93.631,3253.4964339733124
 45, 90.570, 0.187, 93.757,3326.9834682941437
 46, 90.420, 0.183, 93.996,3400.8757326602936
 47, 90.490, 0.182, 93.757,3474.6749489307404
 48, 90.880, 0.178, 94.117,3548.9377839565277
 49, 90.730, 0.176, 94.049,3622.9446127414703
 50, 90.600, 0.176, 93.969,3696.789306163788
