epoch,accuracy,time
  1,70.640,177.9789915084839
  2,78.210,356.4310836791992
  3,78.740,534.6951587200165
  4,77.810,712.8382439613342
  5,83.180,891.1563384532928
  6,84.930,1069.7994365692139
  7,85.880,1247.4501595497131
  8,86.540,1425.8512818813324
  9,85.780,1604.2302021980286
 10,86.900,1782.427693605423
 11,82.940,1960.7486622333527
 12,87.960,2139.1454644203186
 13,88.170,2317.7259843349457
 14,89.060,2496.287487745285
 15,87.830,2673.538033723831
 16,89.200,2851.9684689044952
 17,88.020,3029.315046310425
 18,88.150,3207.431315422058
 19,88.450,3386.0555534362793
 20,88.150,3564.1753022670746
 21,87.020,3742.24582695961
 22,87.950,3920.383603334427
 23,88.320,4098.418370723724
 24,89.370,4276.85231089592
 25,88.770,4455.217286109924
 26,89.030,4633.271624803543
 27,86.680,4810.693201780319
 28,87.400,4988.776636123657
 29,89.430,5166.6335237026215
 30,92.030,5344.124348640442
 31,92.270,5522.604964733124
 32,92.190,5700.493910074234
 33,92.450,5878.816510677338
 34,92.260,6057.094475030899
 35,92.410,6235.049102783203
 36,92.480,6412.906229972839
 37,92.340,6590.187386512756
 38,92.370,6768.337498426437
 39,92.370,6946.3949472904205
 40,92.380,7124.469491958618
 41,92.380,7302.538234949112
 42,92.320,7480.641870260239
 43,92.190,7658.734613418579
 44,92.130,7836.682218074799
 45,92.220,8014.776430130005
 46,92.590,8193.184371471405
 47,92.380,8371.518149852753
 48,92.340,8549.577914714813
 49,92.470,8727.62790966034
 50,92.460,8902.690351247787
