epoch,accuracy,time
  1,29.330,280.4038116931915
  2,32.400,560.8194897174835
  3,42.150,841.3291208744049
  4,40.730,1121.4036972522736
  5,49.080,1401.8765587806702
  6,52.030,1682.5614798069
  7,60.860,1963.1946756839752
  8,26.850,2243.41112780571
  9,49.530,2525.814304828644
 10,60.320,2808.7187106609344
 11,65.100,3089.27063536644
 12,67.460,3369.9703452587128
 13,69.910,3650.7317004203796
 14,65.720,3931.3421721458435
 15,70.710,4211.956271648407
 16,71.420,4492.484565258026
 17,73.880,4771.165695667267
 18,63.550,5051.675730466843
 19,73.880,5332.65412068367
 20,65.310,5613.600941896439
 21,78.520,5894.521543264389
 22,78.590,6175.6708397865295
 23,79.790,6457.684694051743
 24,79.600,6739.171848773956
 25,77.240,7023.562075376511
 26,79.790,7305.083910703659
 27,75.830,7586.595472097397
 28,76.910,7867.92374587059
 29,74.530,8149.735954761505
 30,83.690,8431.61707353592
 31,84.090,8713.363206863403
 32,84.590,8995.001633167267
 33,84.610,9276.82793211937
 34,84.820,9558.829574584961
 35,84.770,9840.25578379631
 36,84.760,10124.59620642662
 37,85.210,10407.019519090652
 38,84.930,10688.857851743698
 39,84.880,10970.592281579971
 40,84.270,11253.273411035538
 41,85.610,11537.546739339828
 42,85.170,11819.31407570839
 43,85.440,12101.07526564598
 44,86.280,12383.026796579361
 45,86.150,12664.762351751328
 46,85.850,12946.754561901093
 47,85.780,13228.789266109467
 48,85.870,13510.149202108383
 49,85.370,13794.246860027313
 50,86.320,14076.006502866745
