epoch,accuracy,train_loss,train_acc,time
  1, 43.070, 1.749, 34.701,149.44090342521667
  2, 56.120, 1.364, 50.615,300.6158950328827
  3, 55.760, 1.124, 60.003,452.4414837360382
  4, 65.370, 0.965, 66.313,604.0396783351898
  5, 73.400, 0.846, 70.586,756.6797471046448
  6, 73.710, 0.750, 74.104,908.9333145618439
  7, 75.400, 0.680, 76.936,1060.5501556396484
  8, 77.150, 0.634, 78.351,1212.6118648052216
  9, 78.340, 0.595, 79.835,1363.7821669578552
 10, 81.360, 0.562, 80.789,1515.467185974121
 11, 82.630, 0.539, 81.728,1667.8790004253387
 12, 83.120, 0.515, 82.684,1820.3733870983124
 13, 83.690, 0.497, 83.304,1972.2616593837738
 14, 83.280, 0.477, 83.969,2124.7071266174316
 15, 85.950, 0.460, 84.447,2275.8709247112274
 16, 84.010, 0.442, 85.209,2425.912670135498
 17, 82.970, 0.430, 85.399,2575.9371178150177
 18, 84.850, 0.418, 85.798,2727.007764339447
 19, 86.270, 0.409, 86.306,2881.725284576416
 20, 83.640, 0.397, 86.700,3072.557613134384
 21, 84.040, 0.383, 87.008,3225.0749895572662
 22, 86.310, 0.381, 87.081,3376.3933398723602
 23, 86.560, 0.369, 87.607,3526.8425617218018
 24, 86.090, 0.359, 87.869,3677.363450050354
 25, 86.800, 0.353, 88.099,3829.9240593910217
 26, 86.360, 0.348, 88.242,3983.1111319065094
 27, 87.850, 0.340, 88.536,4134.781499147415
 28, 87.210, 0.335, 88.761,4287.041321992874
 29, 84.890, 0.330, 88.955,4439.473480224609
 30, 90.300, 0.242, 91.854,4592.053164243698
 31, 90.520, 0.214, 92.826,4743.5231029987335
 32, 90.400, 0.207, 93.010,4895.32709980011
 33, 90.530, 0.195, 93.371,5047.4732484817505
 34, 90.310, 0.193, 93.667,5199.021245241165
 35, 90.630, 0.189, 93.538,5350.526391506195
 36, 90.870, 0.183, 93.843,5502.092629432678
 37, 91.000, 0.174, 94.111,5653.545045614243
 38, 90.960, 0.172, 94.258,5805.47119140625
 39, 90.560, 0.169, 94.322,5957.756684780121
 40, 90.920, 0.168, 94.375,6109.877264738083
 41, 90.750, 0.162, 94.454,6261.204443693161
 42, 91.010, 0.162, 94.543,6430.261514902115
 43, 90.920, 0.157, 94.643,6608.177335739136
 44, 91.380, 0.158, 94.733,6759.034075498581
 45, 90.870, 0.156, 94.791,6910.43168091774
 46, 90.990, 0.152, 94.920,7061.798057079315
 47, 90.960, 0.151, 94.796,7213.156029224396
 48, 90.990, 0.149, 94.961,7364.432353973389
 49, 90.990, 0.147, 94.987,7516.714450597763
 50, 91.430, 0.143, 95.087,7668.2033751010895
