epoch,accuracy,time
  1,89.840,172.81236863136292
  2,88.860,348.0934159755707
  3,90.250,523.8122024536133
  4,90.990,699.3560466766357
  5,88.560,874.7255244255066
  6,88.680,1050.060366153717
  7,89.880,1225.3920261859894
  8,89.260,1400.563848733902
  9,89.330,1575.747859954834
 10,89.490,1751.0970895290375
 11,90.380,1926.4834506511688
 12,90.180,2101.5976672172546
 13,89.510,2277.2026607990265
 14,89.650,2452.613691329956
 15,90.680,2628.190810441971
 16,90.490,2803.55774974823
 17,90.750,2979.0077188014984
 18,91.210,3154.9224989414215
 19,90.810,3330.5232272148132
 20,90.210,3505.7580046653748
 21,90.730,3681.239991903305
 22,90.350,3856.847017288208
 23,91.180,4032.574565410614
 24,91.460,4208.389521121979
 25,89.150,4384.01650094986
 26,90.840,4559.0061111450195
 27,91.350,4734.659395933151
 28,91.200,4910.311196088791
 29,91.750,5086.236703872681
 30,92.710,5261.670917510986
 31,92.970,5437.047205686569
 32,92.910,5612.232225418091
 33,93.060,5787.678472280502
 34,92.940,5963.146191596985
 35,93.080,6138.784195423126
 36,93.100,6314.640478610992
 37,93.080,6489.910770177841
 38,93.210,6665.794821977615
 39,93.090,6841.035660266876
 40,93.030,7016.784075260162
 41,92.990,7192.184420824051
 42,92.980,7367.933156490326
 43,93.400,7543.6189024448395
 44,93.460,7719.672744274139
 45,93.240,7895.211592435837
 46,93.170,8070.850405454636
 47,93.090,8246.38249540329
 48,93.050,8421.970682144165
 49,92.990,8597.293526649475
 50,93.210,8773.009123563766
