epoch,accuracy,train_loss,train_acc,time
  1, 82.760, 0.620, 77.165,61.896623611450195
  2, 88.410, 0.353, 87.220,122.82409143447876
  3, 89.540, 0.299, 89.243,184.40313935279846
  4, 90.170, 0.270, 90.488,245.4614028930664
  5, 91.380, 0.250, 91.196,307.58362340927124
  6, 90.770, 0.236, 91.617,369.3556306362152
  7, 91.400, 0.224, 92.041,432.422322511673
  8, 92.090, 0.214, 92.383,494.78923201560974
  9, 92.160, 0.206, 92.740,557.2281439304352
 10, 92.040, 0.200, 93.002,619.194117307663
 11, 91.770, 0.196, 93.063,681.5936892032623
 12, 92.570, 0.186, 93.477,744.3734250068665
 13, 92.420, 0.182, 93.595,806.0622665882111
 14, 92.770, 0.177, 93.802,868.0056328773499
 15, 92.760, 0.172, 94.038,930.2593631744385
 16, 92.730, 0.171, 94.042,991.8733880519867
 17, 92.660, 0.166, 94.026,1052.479660987854
 18, 92.580, 0.161, 94.324,1113.1170692443848
 19, 92.310, 0.160, 94.411,1174.6627035140991
 20, 93.050, 0.157, 94.417,1236.8921597003937
 21, 93.200, 0.155, 94.597,1299.2902431488037
 22, 93.200, 0.151, 94.584,1359.0026109218597
 23, 93.030, 0.149, 94.745,1420.7204797267914
 24, 92.170, 0.151, 94.700,1481.5479259490967
 25, 92.670, 0.146, 94.878,1543.8861458301544
 26, 92.940, 0.147, 94.813,1605.5646328926086
 27, 92.720, 0.142, 95.003,1668.3036487102509
 28, 93.400, 0.140, 95.122,1731.2670302391052
 29, 92.800, 0.136, 95.231,1794.0817458629608
 30, 93.680, 0.101, 96.583,1857.5424983501434
 31, 93.800, 0.089, 97.047,1919.4820394515991
 32, 93.850, 0.084, 97.129,1982.1628642082214
 33, 93.900, 0.081, 97.235,2043.746064901352
 34, 93.860, 0.076, 97.374,2106.86643409729
 35, 93.870, 0.076, 97.408,2167.760589361191
 36, 93.900, 0.071, 97.591,2228.581554412842
 37, 93.730, 0.068, 97.751,2290.932796239853
 38, 93.830, 0.066, 97.809,2354.1500873565674
 39, 93.800, 0.065, 97.806,2415.636733531952
 40, 93.680, 0.064, 97.799,2478.810426712036
 41, 93.820, 0.061, 97.973,2541.2023351192474
 42, 93.780, 0.059, 97.994,2604.7785658836365
 43, 93.820, 0.058, 98.024,2670.492052793503
 44, 93.700, 0.059, 98.047,2733.1963787078857
 45, 93.760, 0.057, 98.094,2797.7099752426147
 46, 93.740, 0.057, 98.089,2861.6861140727997
 47, 93.930, 0.055, 98.178,2924.952183485031
 48, 93.960, 0.053, 98.215,2988.5693044662476
 49, 93.900, 0.052, 98.243,3054.865473508835
 50, 93.800, 0.051, 98.338,3116.616641521454
