epoch,accuracy,train_loss,train_acc,time
  1, 13.440, 3.969, 8.785,29.315906524658203
  2, 19.440, 3.447, 16.690,58.922001361846924
  3, 24.500, 3.128, 22.525,89.33710026741028
  4, 29.610, 2.868, 27.230,118.97057175636292
  5, 33.820, 2.655, 31.167,148.18798065185547
  6, 37.710, 2.491, 34.913,177.67531371116638
  7, 41.840, 2.365, 37.516,207.53101754188538
  8, 44.130, 2.250, 39.932,237.45234870910645
  9, 43.000, 2.159, 42.045,267.504203081131
 10, 45.660, 2.075, 43.842,297.4488663673401
 11, 49.020, 1.995, 45.885,327.46574354171753
 12, 47.740, 1.933, 47.030,356.47589230537415
 13, 50.050, 1.880, 48.373,386.4870653152466
 14, 51.500, 1.839, 49.546,415.97512555122375
 15, 52.330, 1.787, 50.568,445.4453971385956
 16, 52.380, 1.747, 51.627,474.8012375831604
 17, 54.590, 1.707, 52.661,504.4443988800049
 18, 54.660, 1.669, 53.355,534.4224348068237
 19, 53.610, 1.645, 54.103,564.0150649547577
 20, 55.360, 1.619, 54.724,593.4355211257935
 21, 56.000, 1.583, 55.499,623.0418219566345
 22, 55.830, 1.554, 56.304,652.1039724349976
 23, 56.630, 1.530, 56.861,681.6162111759186
 24, 55.350, 1.513, 57.274,711.2616972923279
 25, 57.620, 1.482, 57.932,741.1633048057556
 26, 57.370, 1.467, 58.300,770.6918382644653
 27, 58.450, 1.437, 59.079,800.49480676651
 28, 57.030, 1.422, 59.680,829.5331554412842
 29, 57.560, 1.404, 59.843,859.224695444107
 30, 63.780, 1.163, 66.091,888.3864657878876
 31, 64.230, 1.096, 67.959,917.7937288284302
 32, 64.650, 1.061, 68.735,946.6599731445312
 33, 64.970, 1.048, 69.146,975.8136684894562
 34, 64.840, 1.022, 69.624,1004.507039308548
 35, 64.880, 1.016, 70.132,1033.1196103096008
 36, 65.120, 0.998, 70.529,1062.2531695365906
 37, 65.670, 0.990, 70.476,1091.8185496330261
 38, 65.690, 0.981, 70.809,1121.0225775241852
 39, 65.920, 0.966, 71.266,1150.7449080944061
 40, 65.500, 0.957, 71.528,1179.8002605438232
 41, 65.380, 0.948, 71.539,1208.4771792888641
 42, 65.810, 0.937, 71.824,1238.4315145015717
 43, 65.950, 0.931, 72.007,1267.7148072719574
 44, 65.870, 0.927, 72.299,1296.6308133602142
 45, 65.720, 0.915, 72.474,1325.8248171806335
 46, 65.880, 0.906, 72.932,1354.9973380565643
 47, 66.000, 0.899, 72.825,1384.4483606815338
 48, 65.920, 0.893, 72.728,1413.7741358280182
 49, 65.790, 0.887, 73.150,1443.1488914489746
 50, 66.480, 0.876, 73.444,1472.5623850822449
