epoch,accuracy,train_loss,train_acc,time
  1, 86.730, 0.613, 77.217,97.28631114959717
  2, 88.500, 0.345, 87.779,194.81971430778503
  3, 89.400, 0.293, 89.521,292.361848115921
  4, 89.190, 0.266, 90.497,392.13108825683594
  5, 91.480, 0.246, 91.119,489.316748380661
  6, 91.470, 0.227, 91.940,588.2289614677429
  7, 91.790, 0.216, 92.290,685.463128566742
  8, 92.320, 0.207, 92.686,782.5891633033752
  9, 92.530, 0.198, 92.893,881.4562299251556
 10, 92.620, 0.192, 93.207,980.2943253517151
 11, 91.990, 0.187, 93.371,1077.3477654457092
 12, 92.090, 0.182, 93.611,1175.8139517307281
 13, 92.500, 0.175, 93.790,1275.6675696372986
 14, 91.580, 0.171, 93.994,1372.476735830307
 15, 93.070, 0.167, 94.052,1470.0718748569489
 16, 92.390, 0.160, 94.446,1567.8513913154602
 17, 92.840, 0.158, 94.344,1664.746256351471
 18, 92.820, 0.154, 94.629,1764.727909564972
 19, 92.330, 0.154, 94.533,1861.753336906433
 20, 92.570, 0.152, 94.683,1958.6880543231964
 21, 92.450, 0.148, 94.725,2055.5032687187195
 22, 93.590, 0.145, 94.875,2153.7398874759674
 23, 93.140, 0.141, 95.003,2252.160433769226
 24, 92.490, 0.140, 95.091,2349.6105353832245
 25, 92.660, 0.138, 95.137,2447.0950288772583
 26, 93.100, 0.134, 95.193,2543.822258234024
 27, 92.640, 0.131, 95.306,2642.1605837345123
 28, 93.090, 0.132, 95.302,2740.2181289196014
 29, 92.870, 0.131, 95.420,2837.203472852707
 30, 93.920, 0.090, 96.941,2934.521679162979
 31, 93.940, 0.076, 97.470,3032.3942234516144
 32, 93.970, 0.072, 97.554,3129.531049489975
 33, 93.980, 0.069, 97.603,3226.461644411087
 34, 94.000, 0.064, 97.858,3323.954710483551
 35, 93.970, 0.062, 97.977,3424.2719447612762
 36, 93.990, 0.059, 98.040,3521.1796882152557
 37, 94.140, 0.058, 98.085,3618.6188621520996
 38, 93.830, 0.056, 98.144,3717.847770690918
 39, 93.930, 0.054, 98.219,3815.227070093155
 40, 93.990, 0.052, 98.277,3912.744997739792
 41, 94.040, 0.050, 98.337,4010.9691140651703
 42, 94.110, 0.047, 98.453,4109.181262016296
 43, 93.950, 0.048, 98.441,4207.246326208115
 44, 93.920, 0.046, 98.519,4305.6772673130035
 45, 93.920, 0.045, 98.616,4404.0154941082
 46, 94.180, 0.044, 98.620,4502.491726636887
 47, 93.940, 0.042, 98.686,4601.087214708328
 48, 93.900, 0.042, 98.688,4698.3290050029755
 49, 94.090, 0.040, 98.706,4797.13080906868
 50, 94.000, 0.039, 98.759,4897.033267736435
