epoch,accuracy,train_loss,train_acc,time
  1, 98.160, 0.267, 91.421,71.89632868766785
  2, 98.460, 0.071, 97.981,143.22640013694763
  3, 98.940, 0.053, 98.573,216.01987862586975
  4, 99.160, 0.043, 98.869,287.2724208831787
  5, 99.260, 0.035, 99.128,358.60891127586365
  6, 99.240, 0.032, 99.201,429.46722650527954
  7, 99.370, 0.028, 99.308,501.05415081977844
  8, 99.520, 0.026, 99.401,572.9549696445465
  9, 99.320, 0.024, 99.518,644.1536798477173
 10, 99.200, 0.022, 99.524,715.5545156002045
 11, 99.410, 0.020, 99.565,786.5448961257935
 12, 99.260, 0.020, 99.566,857.3399848937988
 13, 99.340, 0.020, 99.597,928.4839558601379
 14, 99.220, 0.017, 99.654,999.6514356136322
 15, 99.340, 0.018, 99.651,1070.7137894630432
 16, 99.470, 0.017, 99.660,1142.31396818161
 17, 99.390, 0.016, 99.691,1213.1071991920471
 18, 99.370, 0.014, 99.746,1284.3382971286774
 19, 99.450, 0.015, 99.738,1356.734944343567
 20, 99.280, 0.016, 99.684,1428.5034639835358
 21, 99.390, 0.014, 99.743,1499.3335111141205
 22, 99.240, 0.014, 99.755,1571.388365983963
 23, 99.250, 0.013, 99.818,1642.3102684020996
 24, 99.550, 0.014, 99.766,1713.362421989441
 25, 99.470, 0.014, 99.755,1784.180555820465
 26, 99.440, 0.012, 99.818,1855.664368391037
 27, 99.250, 0.014, 99.768,1926.5787694454193
 28, 99.360, 0.013, 99.796,1997.7018294334412
 29, 99.560, 0.015, 99.736,2070.801603078842
 30, 99.620, 0.007, 100.016,2141.926736831665
 31, 99.640, 0.005, 100.080,2213.2065432071686
 32, 99.570, 0.004, 100.112,2285.662178993225
 33, 99.610, 0.004, 100.098,2357.191670894623
 34, 99.590, 0.004, 100.112,2430.9000358581543
 35, 99.590, 0.003, 100.134,2502.3026168346405
 36, 99.600, 0.003, 100.147,2573.4740042686462
 37, 99.560, 0.003, 100.129,2646.2863504886627
 38, 99.560, 0.003, 100.152,2717.156666994095
 39, 99.540, 0.002, 100.157,2788.5457513332367
 40, 99.570, 0.002, 100.137,2859.559175014496
 41, 99.560, 0.002, 100.145,2930.7074179649353
 42, 99.570, 0.002, 100.145,3004.1553251743317
 43, 99.530, 0.002, 100.147,3075.440457344055
 44, 99.570, 0.002, 100.157,3146.2151646614075
 45, 99.610, 0.002, 100.154,3217.063838481903
 46, 99.560, 0.002, 100.152,3288.5434262752533
 47, 99.600, 0.002, 100.152,3361.635870695114
 48, 99.580, 0.002, 100.161,3435.8195567131042
 49, 99.580, 0.001, 100.174,3508.205757379532
 50, 99.580, 0.002, 100.157,3581.276151418686
